,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",26753.63614703905
1,"(2, 0, 2, 1, 0, 1)",26754.941142519805
2,"(3, 0, 1, 1, 0, 1)",26755.61158415363
3,"(4, 0, 0, 1, 0, 1)",26756.244835925412
4,"(2, 0, 0, 1, 0, 1)",26758.62417412412
5,"(2, 0, 1, 1, 0, 1)",26759.694116968993
6,"(3, 0, 0, 1, 0, 1)",26760.053742215387
7,"(3, 0, 2, 1, 0, 1)",26765.569587720387
8,"(4, 0, 2, 1, 0, 1)",26766.749363845225
9,"(3, 0, 1, 1, 0, 0)",27177.316850877647
10,"(4, 0, 1, 1, 0, 0)",27177.68917562352
11,"(4, 0, 2, 1, 0, 0)",27183.210730424085
12,"(4, 0, 1, 0, 0, 1)",27216.88962228776
13,"(3, 0, 1, 0, 0, 1)",27219.58119421914
14,"(4, 0, 2, 0, 0, 1)",27219.835906783206
15,"(2, 0, 2, 1, 0, 0)",27251.639681927696
16,"(2, 0, 2, 0, 0, 1)",27255.889805974453
17,"(3, 0, 2, 0, 0, 1)",27386.223729047488
18,"(4, 0, 2, 0, 0, 0)",27391.716826538548
19,"(4, 0, 1, 0, 0, 0)",27393.587704139736
20,"(3, 0, 1, 0, 0, 0)",27397.655733376043
21,"(3, 0, 2, 0, 0, 0)",27432.206636826897
22,"(4, 0, 0, 1, 0, 0)",27646.890797425967
23,"(3, 0, 0, 1, 0, 0)",27674.554394036648
24,"(2, 0, 1, 1, 0, 0)",27689.76196740237
25,"(3, 0, 2, 1, 0, 0)",27691.152499532527
26,"(2, 0, 0, 1, 0, 0)",27703.450827635796
27,"(4, 0, 0, 0, 0, 1)",27708.79913122799
28,"(3, 0, 0, 0, 0, 1)",27743.88536484926
29,"(2, 0, 1, 0, 0, 1)",27761.050076443484
30,"(2, 0, 0, 0, 0, 1)",27776.84030923342
31,"(4, 0, 0, 0, 0, 0)",27908.992099698862
32,"(3, 0, 0, 0, 0, 0)",27956.83656535207
33,"(2, 0, 1, 0, 0, 0)",27975.33548394696
34,"(2, 0, 2, 0, 0, 0)",27975.47786001635
35,"(2, 0, 0, 0, 0, 0)",27993.849661688026
