,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",26782.92773534556
1,"(4, 0, 0, 1, 0, 1)",26797.836718881223
2,"(2, 0, 2, 1, 0, 1)",26798.098733423245
3,"(4, 0, 2, 1, 0, 1)",26798.463691164467
4,"(2, 0, 1, 1, 0, 1)",26801.813515334372
5,"(3, 0, 1, 1, 0, 1)",26803.751290476852
6,"(3, 0, 0, 1, 0, 1)",26805.53238089898
7,"(3, 0, 2, 1, 0, 1)",26805.801671645404
8,"(2, 0, 0, 1, 0, 1)",26814.434139094486
9,"(2, 0, 1, 1, 0, 0)",27720.191498342683
10,"(3, 0, 0, 1, 0, 0)",27720.526408533657
11,"(2, 0, 2, 1, 0, 0)",27721.685302060763
12,"(3, 0, 1, 1, 0, 0)",27721.789329686348
13,"(4, 0, 0, 1, 0, 0)",27721.905533563997
14,"(3, 0, 2, 1, 0, 0)",27723.492760139077
15,"(4, 0, 1, 1, 0, 0)",27723.81189968602
16,"(4, 0, 2, 1, 0, 0)",27725.04265890403
17,"(2, 0, 0, 1, 0, 0)",27737.87453934661
18,"(2, 0, 1, 0, 0, 1)",27804.64613485936
19,"(3, 0, 0, 0, 0, 1)",27805.35243997974
20,"(2, 0, 2, 0, 0, 1)",27806.58135691216
21,"(3, 0, 1, 0, 0, 1)",27806.608251221223
22,"(4, 0, 0, 0, 0, 1)",27806.806058087306
23,"(3, 0, 2, 0, 0, 1)",27808.540421365167
24,"(4, 0, 1, 0, 0, 1)",27808.63135451385
25,"(4, 0, 2, 0, 0, 1)",27809.7380310013
26,"(2, 0, 0, 0, 0, 1)",27818.59790267534
27,"(2, 0, 1, 0, 0, 0)",28030.17642111973
28,"(3, 0, 0, 0, 0, 0)",28030.74143988081
29,"(3, 0, 1, 0, 0, 0)",28031.972870075646
30,"(2, 0, 2, 0, 0, 0)",28032.11433274017
31,"(4, 0, 0, 0, 0, 0)",28032.372262678145
32,"(4, 0, 2, 0, 0, 0)",28032.84542887899
33,"(4, 0, 1, 0, 0, 0)",28033.91667326408
34,"(3, 0, 2, 0, 0, 0)",28034.021362871503
35,"(2, 0, 0, 0, 0, 0)",28037.20015563525
