,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",24599.9819898544
1,"(2, 0, 2, 1, 0, 1)",24604.517259261505
2,"(3, 0, 0, 1, 0, 1)",24615.891271865352
3,"(4, 0, 2, 1, 0, 1)",24616.205483393598
4,"(4, 0, 0, 1, 0, 1)",24616.20687496911
5,"(3, 0, 1, 1, 0, 1)",24616.9138239178
6,"(4, 0, 1, 1, 0, 1)",24618.889658195567
7,"(2, 0, 0, 1, 0, 1)",24620.195330983646
8,"(2, 0, 1, 1, 0, 1)",24620.403227910145
9,"(2, 0, 2, 1, 0, 0)",24991.100676841404
10,"(3, 0, 1, 1, 0, 0)",24992.00356744962
11,"(3, 0, 2, 1, 0, 0)",24995.882685158474
12,"(2, 0, 1, 1, 0, 0)",25012.52794763009
13,"(3, 0, 1, 0, 0, 1)",25029.571091638663
14,"(2, 0, 2, 0, 0, 1)",25031.526108144582
15,"(3, 0, 2, 0, 0, 1)",25040.818329168607
16,"(2, 0, 1, 0, 0, 1)",25041.734123009348
17,"(4, 0, 2, 1, 0, 0)",25322.936958123602
18,"(4, 0, 0, 1, 0, 0)",25333.886656238214
19,"(4, 0, 1, 1, 0, 0)",25334.357714977
20,"(3, 0, 0, 1, 0, 0)",25340.804450215197
21,"(4, 0, 2, 0, 0, 1)",25381.211114111356
22,"(4, 0, 1, 0, 0, 1)",25381.36586388816
23,"(4, 0, 0, 0, 0, 1)",25381.548941376386
24,"(2, 0, 0, 1, 0, 0)",25382.90913832213
25,"(3, 0, 0, 0, 0, 1)",25385.273747416657
26,"(2, 0, 0, 0, 0, 1)",25423.015397591193
27,"(4, 0, 2, 0, 0, 0)",25569.27867440466
28,"(3, 0, 2, 0, 0, 0)",25570.021629910436
29,"(3, 0, 0, 0, 0, 0)",25574.73745837736
30,"(4, 0, 0, 0, 0, 0)",25575.691968843883
31,"(4, 0, 1, 0, 0, 0)",25575.880442171438
32,"(3, 0, 1, 0, 0, 0)",25576.057686462
33,"(2, 0, 2, 0, 0, 0)",25576.61624824579
34,"(2, 0, 0, 0, 0, 0)",25597.57078100384
35,"(2, 0, 1, 0, 0, 0)",25604.993547177153
