,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",27829.03211976294
1,"(4, 0, 0, 1, 0, 1)",27849.51116882271
2,"(2, 0, 0, 1, 0, 1)",27853.35309602394
3,"(3, 0, 1, 1, 0, 1)",27853.44391078451
4,"(3, 0, 2, 1, 0, 1)",27853.657321664326
5,"(2, 0, 1, 1, 0, 1)",27853.90432475722
6,"(3, 0, 0, 1, 0, 1)",27854.398032103854
7,"(4, 0, 2, 1, 0, 1)",27856.443127543374
8,"(2, 0, 2, 1, 0, 1)",27858.90048134843
9,"(3, 0, 1, 1, 0, 0)",28485.84238860182
10,"(4, 0, 2, 1, 0, 0)",28489.11045829075
11,"(4, 0, 1, 1, 0, 0)",28493.49993789402
12,"(2, 0, 2, 1, 0, 0)",28535.63580914254
13,"(3, 0, 2, 1, 0, 0)",28587.863912902787
14,"(3, 0, 1, 0, 0, 1)",28594.673563364104
15,"(4, 0, 2, 0, 0, 1)",28599.390137857128
16,"(4, 0, 1, 0, 0, 1)",28603.396150530014
17,"(2, 0, 2, 0, 0, 1)",28631.61008127118
18,"(3, 0, 2, 0, 0, 1)",28647.852403123496
19,"(4, 0, 0, 1, 0, 0)",28857.61382789848
20,"(3, 0, 0, 1, 0, 0)",28863.453483959034
21,"(2, 0, 1, 1, 0, 0)",28872.394693118564
22,"(2, 0, 0, 1, 0, 0)",28892.64784934708
23,"(3, 0, 1, 0, 0, 0)",28994.843500758034
24,"(4, 0, 1, 0, 0, 0)",28996.837390832727
25,"(4, 0, 2, 0, 0, 0)",28997.58169336731
26,"(4, 0, 0, 0, 0, 1)",29020.24940197778
27,"(3, 0, 0, 0, 0, 1)",29034.191428919105
28,"(2, 0, 1, 0, 0, 1)",29048.638142667616
29,"(2, 0, 0, 0, 0, 1)",29076.2702214325
30,"(4, 0, 0, 0, 0, 0)",29473.22662821323
31,"(3, 0, 0, 0, 0, 0)",29499.190090903867
32,"(2, 0, 1, 0, 0, 0)",29519.894738702194
33,"(2, 0, 2, 0, 0, 0)",29522.575628392773
34,"(3, 0, 2, 0, 0, 0)",29523.432668551555
35,"(2, 0, 0, 0, 0, 0)",29561.3386952098
