,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",28592.362180858465
1,"(3, 0, 2, 1, 0, 1)",28599.159740781615
2,"(4, 0, 2, 1, 0, 1)",28615.87172493815
3,"(4, 0, 1, 1, 0, 1)",28618.92509579972
4,"(3, 0, 1, 1, 0, 1)",28619.902975974364
5,"(3, 0, 0, 1, 0, 1)",28629.006896524017
6,"(4, 0, 0, 1, 0, 1)",28630.49468155375
7,"(2, 0, 1, 1, 0, 1)",28641.33327267871
8,"(2, 0, 0, 1, 0, 1)",28670.231535647345
9,"(4, 0, 1, 1, 0, 0)",29122.100869344187
10,"(3, 0, 2, 1, 0, 0)",29130.50458807037
11,"(2, 0, 2, 1, 0, 0)",29135.918293310893
12,"(3, 0, 1, 1, 0, 0)",29166.096005479434
13,"(4, 0, 1, 0, 0, 1)",29167.580560735314
14,"(4, 0, 2, 1, 0, 0)",29169.9524984023
15,"(3, 0, 2, 0, 0, 1)",29178.506398068515
16,"(2, 0, 2, 0, 0, 1)",29184.551750172603
17,"(4, 0, 2, 0, 0, 1)",29215.048317072087
18,"(3, 0, 1, 0, 0, 1)",29216.94833402329
19,"(4, 0, 1, 0, 0, 0)",29326.686369317016
20,"(3, 0, 2, 0, 0, 0)",29336.362692793533
21,"(2, 0, 2, 0, 0, 0)",29341.6484966237
22,"(3, 0, 1, 0, 0, 0)",29377.715959973797
23,"(4, 0, 2, 0, 0, 0)",29381.56042658052
24,"(4, 0, 0, 1, 0, 0)",29429.155039975867
25,"(3, 0, 0, 1, 0, 0)",29452.63673984897
26,"(4, 0, 0, 0, 0, 1)",29485.58072116085
27,"(3, 0, 0, 0, 0, 1)",29508.997729342467
28,"(2, 0, 1, 1, 0, 0)",29561.81313137365
29,"(2, 0, 0, 1, 0, 0)",29619.70661573743
30,"(2, 0, 1, 0, 0, 1)",29627.033195307053
31,"(4, 0, 0, 0, 0, 0)",29655.49333328041
32,"(3, 0, 0, 0, 0, 0)",29677.30205385909
33,"(2, 0, 0, 0, 0, 1)",29690.079170559333
34,"(2, 0, 1, 0, 0, 0)",29801.67822574299
35,"(2, 0, 0, 0, 0, 0)",29873.23369926778
