,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24571.941927353386
1,"(3, 0, 2, 1, 0, 1)",24583.960745900793
2,"(2, 0, 1, 1, 0, 1)",24587.932271564252
3,"(3, 0, 0, 1, 0, 1)",24588.99296285874
4,"(4, 0, 0, 1, 0, 1)",24589.85597729615
5,"(4, 0, 1, 1, 0, 1)",24594.452825927554
6,"(4, 0, 2, 1, 0, 1)",24598.560716560158
7,"(3, 0, 1, 1, 0, 1)",24612.096217182556
8,"(2, 0, 0, 1, 0, 1)",24618.624105291874
9,"(2, 0, 2, 1, 0, 0)",25224.28527788507
10,"(3, 0, 2, 1, 0, 0)",25226.087065143107
11,"(3, 0, 1, 1, 0, 0)",25250.20885967326
12,"(4, 0, 2, 1, 0, 0)",25256.83410583225
13,"(4, 0, 1, 1, 0, 0)",25262.46210148207
14,"(3, 0, 2, 0, 0, 1)",25301.684577478474
15,"(2, 0, 2, 0, 0, 1)",25304.602285423232
16,"(4, 0, 1, 0, 0, 1)",25312.862723590097
17,"(3, 0, 1, 0, 0, 1)",25327.11176875511
18,"(4, 0, 2, 0, 0, 1)",25335.058454495196
19,"(3, 0, 2, 0, 0, 0)",25521.229425736623
20,"(4, 0, 1, 0, 0, 0)",25524.14813786345
21,"(2, 0, 2, 0, 0, 0)",25535.34500233687
22,"(4, 0, 2, 0, 0, 0)",25544.515245924937
23,"(3, 0, 1, 0, 0, 0)",25549.074160917848
24,"(4, 0, 0, 1, 0, 0)",25595.80918888171
25,"(3, 0, 0, 1, 0, 0)",25606.424963041707
26,"(2, 0, 1, 1, 0, 0)",25652.34863546929
27,"(4, 0, 0, 0, 0, 1)",25688.36441495372
28,"(3, 0, 0, 0, 0, 1)",25702.00207572231
29,"(2, 0, 0, 1, 0, 0)",25726.754428411587
30,"(2, 0, 1, 0, 0, 1)",25754.49353880843
31,"(2, 0, 0, 0, 0, 1)",25836.792332873913
32,"(4, 0, 0, 0, 0, 0)",25923.2370096859
33,"(3, 0, 0, 0, 0, 0)",25943.063605671152
34,"(2, 0, 1, 0, 0, 0)",26005.872224818195
35,"(2, 0, 0, 0, 0, 0)",26100.28596693327
