,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",29334.17577868372
1,"(4, 0, 1, 1, 0, 1)",29341.75755537496
2,"(3, 0, 2, 1, 0, 1)",29348.39794013533
3,"(2, 0, 2, 1, 0, 1)",29353.384611189707
4,"(4, 0, 0, 1, 0, 1)",29358.576994514515
5,"(2, 0, 1, 1, 0, 1)",29364.689767590353
6,"(3, 0, 1, 1, 0, 1)",29365.37493277257
7,"(3, 0, 0, 1, 0, 1)",29367.696804026382
8,"(2, 0, 0, 1, 0, 1)",29372.270611812608
9,"(4, 0, 2, 1, 0, 0)",30566.52288558671
10,"(2, 0, 2, 1, 0, 0)",30596.090446521142
11,"(4, 0, 0, 1, 0, 0)",30596.104901438957
12,"(4, 0, 1, 1, 0, 0)",30596.854405505215
13,"(3, 0, 2, 1, 0, 0)",30597.649361251588
14,"(2, 0, 1, 1, 0, 0)",30598.7239825414
15,"(3, 0, 1, 1, 0, 0)",30599.19467668389
16,"(3, 0, 0, 1, 0, 0)",30599.68307908948
17,"(2, 0, 0, 1, 0, 0)",30600.92066080215
18,"(4, 0, 0, 0, 0, 1)",30883.34323324292
19,"(2, 0, 2, 0, 0, 1)",30883.5787476867
20,"(4, 0, 1, 0, 0, 1)",30884.746386129173
21,"(3, 0, 2, 0, 0, 1)",30885.21518383898
22,"(4, 0, 2, 0, 0, 1)",30886.746224740793
23,"(2, 0, 0, 0, 0, 1)",30888.52769856576
24,"(3, 0, 1, 0, 0, 1)",30888.891615025375
25,"(2, 0, 1, 0, 0, 1)",30889.25936340563
26,"(3, 0, 0, 0, 0, 1)",30889.566047903983
27,"(4, 0, 0, 0, 0, 0)",31350.5668468539
28,"(2, 0, 2, 0, 0, 0)",31351.3807344326
29,"(4, 0, 1, 0, 0, 0)",31352.441355284183
30,"(3, 0, 2, 0, 0, 0)",31352.881069461535
31,"(4, 0, 2, 0, 0, 0)",31354.479754486365
32,"(3, 0, 1, 0, 0, 0)",31358.693521340912
33,"(2, 0, 1, 0, 0, 0)",31360.88493053732
34,"(2, 0, 0, 0, 0, 0)",31360.940199014778
35,"(3, 0, 0, 0, 0, 0)",31361.396098191028
