,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",25535.174200271034
1,"(2, 0, 2, 1, 0, 1)",25537.520083392264
2,"(3, 0, 2, 1, 0, 1)",25540.28759465853
3,"(4, 0, 0, 1, 0, 1)",25542.904950574462
4,"(3, 0, 0, 1, 0, 1)",25544.575779265113
5,"(3, 0, 1, 1, 0, 1)",25545.30120527363
6,"(4, 0, 1, 1, 0, 1)",25546.146959289195
7,"(2, 0, 1, 1, 0, 1)",25549.851943628328
8,"(2, 0, 0, 1, 0, 1)",25553.43095390406
9,"(2, 0, 2, 1, 0, 0)",25901.479286113805
10,"(3, 0, 1, 1, 0, 0)",25906.01373994962
11,"(4, 0, 2, 1, 0, 0)",25917.25854034554
12,"(2, 0, 2, 0, 0, 1)",25918.14087986618
13,"(3, 0, 1, 0, 0, 1)",25920.281237349474
14,"(4, 0, 1, 0, 0, 1)",25921.02438435585
15,"(4, 0, 2, 0, 0, 1)",25925.646982027465
16,"(4, 0, 1, 1, 0, 0)",25927.83714841617
17,"(3, 0, 2, 1, 0, 0)",25963.153304834446
18,"(3, 0, 2, 0, 0, 1)",25979.33548030809
19,"(4, 0, 2, 0, 0, 0)",25986.14560489639
20,"(2, 0, 2, 0, 0, 0)",25999.460573657303
21,"(3, 0, 1, 0, 0, 0)",26001.010327569693
22,"(4, 0, 1, 0, 0, 0)",26001.680367585745
23,"(3, 0, 2, 0, 0, 0)",26001.76287054347
24,"(4, 0, 0, 1, 0, 0)",26275.853555136906
25,"(4, 0, 0, 0, 0, 1)",26298.545644273283
26,"(3, 0, 0, 1, 0, 0)",26305.26323486385
27,"(3, 0, 0, 0, 0, 1)",26328.313315336913
28,"(2, 0, 1, 1, 0, 0)",26357.78267952989
29,"(2, 0, 0, 1, 0, 0)",26368.597097073656
30,"(2, 0, 1, 0, 0, 1)",26379.78060894481
31,"(2, 0, 0, 0, 0, 1)",26390.638086603652
32,"(4, 0, 0, 0, 0, 0)",26393.06499016896
33,"(3, 0, 0, 0, 0, 0)",26425.26269622836
34,"(2, 0, 1, 0, 0, 0)",26473.416885516046
35,"(2, 0, 0, 0, 0, 0)",26483.50584574431
