,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25236.412774497192
1,"(4, 0, 0, 1, 0, 1)",25250.406853025605
2,"(3, 0, 1, 1, 0, 1)",25250.49513041122
3,"(3, 0, 0, 1, 0, 1)",25250.965699540986
4,"(4, 0, 1, 1, 0, 1)",25252.19821433538
5,"(4, 0, 2, 1, 0, 1)",25254.44331550385
6,"(2, 0, 0, 1, 0, 1)",25272.7865974755
7,"(3, 0, 2, 1, 0, 1)",25381.505763726782
8,"(2, 0, 1, 1, 0, 1)",25390.41440609409
9,"(2, 0, 2, 1, 0, 0)",25451.113404343007
10,"(2, 0, 2, 0, 0, 1)",25460.514241956913
11,"(4, 0, 1, 0, 0, 1)",25470.608274971808
12,"(3, 0, 1, 1, 0, 0)",25472.93197718822
13,"(4, 0, 2, 1, 0, 0)",25482.30246887778
14,"(3, 0, 1, 0, 0, 1)",25482.764547045703
15,"(4, 0, 2, 0, 0, 1)",25487.035531412428
16,"(2, 0, 2, 0, 0, 0)",25525.916585267532
17,"(3, 0, 1, 0, 0, 0)",25546.927284203626
18,"(4, 0, 2, 0, 0, 0)",25549.737315824696
19,"(3, 0, 2, 1, 0, 0)",25643.37772679667
20,"(3, 0, 2, 0, 0, 1)",25657.826836155124
21,"(3, 0, 2, 0, 0, 0)",25730.30926285885
22,"(4, 0, 0, 1, 0, 0)",25745.033842183802
23,"(3, 0, 0, 1, 0, 0)",25746.4689087828
24,"(4, 0, 1, 1, 0, 0)",25749.903418014386
25,"(4, 0, 0, 0, 0, 1)",25761.563154379743
26,"(3, 0, 0, 0, 0, 1)",25762.98276891937
27,"(2, 0, 1, 1, 0, 0)",25783.72282866085
28,"(2, 0, 1, 0, 0, 1)",25800.257143752453
29,"(2, 0, 0, 1, 0, 0)",25835.86961279422
30,"(4, 0, 0, 0, 0, 0)",25848.899650430652
31,"(3, 0, 0, 0, 0, 0)",25850.896366685665
32,"(2, 0, 0, 0, 0, 1)",25853.297481568978
33,"(4, 0, 1, 0, 0, 0)",25854.13471312619
34,"(2, 0, 1, 0, 0, 0)",25887.507538000544
35,"(2, 0, 0, 0, 0, 0)",25940.239161972055
