,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",25752.72024593048
1,"(2, 0, 2, 1, 0, 1)",25761.881029971533
2,"(4, 0, 1, 1, 0, 1)",25763.4669537246
3,"(3, 0, 0, 1, 0, 1)",25771.948729107306
4,"(4, 0, 0, 1, 0, 1)",25773.926887931637
5,"(3, 0, 1, 1, 0, 1)",25775.15290907491
6,"(4, 0, 2, 1, 0, 1)",25775.849183459628
7,"(2, 0, 1, 1, 0, 1)",25785.23638814579
8,"(2, 0, 0, 1, 0, 1)",25827.388626666434
9,"(4, 0, 1, 1, 0, 0)",25990.445183447246
10,"(4, 0, 1, 0, 0, 1)",26005.892578777286
11,"(3, 0, 2, 0, 0, 1)",26010.59509498923
12,"(2, 0, 2, 1, 0, 0)",26020.080304141953
13,"(3, 0, 1, 1, 0, 0)",26030.94185220956
14,"(4, 0, 2, 1, 0, 0)",26034.147427918953
15,"(2, 0, 2, 0, 0, 1)",26034.424402824552
16,"(3, 0, 1, 0, 0, 1)",26045.463656673557
17,"(4, 0, 2, 0, 0, 1)",26048.764101896348
18,"(3, 0, 2, 1, 0, 0)",26067.649151734156
19,"(4, 0, 1, 0, 0, 0)",26097.214315807563
20,"(3, 0, 2, 0, 0, 0)",26105.22759115065
21,"(2, 0, 2, 0, 0, 0)",26119.693235995976
22,"(3, 0, 1, 0, 0, 0)",26131.994735796492
23,"(4, 0, 2, 0, 0, 0)",26135.105379479057
24,"(4, 0, 0, 1, 0, 0)",26292.990917978706
25,"(3, 0, 0, 1, 0, 0)",26312.129753978672
26,"(4, 0, 0, 0, 0, 1)",26316.58009713081
27,"(3, 0, 0, 0, 0, 1)",26336.76284608649
28,"(4, 0, 0, 0, 0, 0)",26422.030758108034
29,"(2, 0, 1, 1, 0, 0)",26424.352677017727
30,"(3, 0, 0, 0, 0, 0)",26442.828125236723
31,"(2, 0, 1, 0, 0, 1)",26452.23956792915
32,"(2, 0, 0, 1, 0, 0)",26460.77025659697
33,"(2, 0, 0, 0, 0, 1)",26487.856091297785
34,"(2, 0, 1, 0, 0, 0)",26561.37545813145
35,"(2, 0, 0, 0, 0, 0)",26598.760049931036
