,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",27022.326078563852
1,"(4, 0, 0, 1, 0, 1)",27024.209589726404
2,"(3, 0, 1, 1, 0, 1)",27024.223718791603
3,"(4, 0, 2, 1, 0, 1)",27026.018427415904
4,"(4, 0, 1, 1, 0, 1)",27026.300501523834
5,"(2, 0, 2, 1, 0, 1)",27030.85192199796
6,"(2, 0, 1, 1, 0, 1)",27032.198034970865
7,"(3, 0, 2, 1, 0, 1)",27034.638838743143
8,"(2, 0, 0, 1, 0, 1)",27081.34272721884
9,"(2, 0, 2, 1, 0, 0)",27633.728069691537
10,"(2, 0, 2, 0, 0, 1)",27716.894806981905
11,"(4, 0, 2, 1, 0, 0)",27852.236235772856
12,"(3, 0, 1, 1, 0, 0)",27859.841226634235
13,"(3, 0, 2, 1, 0, 0)",27859.98404257217
14,"(4, 0, 1, 1, 0, 0)",27860.86548734755
15,"(4, 0, 0, 1, 0, 0)",27861.98730752153
16,"(3, 0, 0, 1, 0, 0)",27891.45360586309
17,"(4, 0, 2, 0, 0, 1)",27957.5641229895
18,"(3, 0, 2, 0, 0, 1)",27958.948878590818
19,"(3, 0, 1, 0, 0, 1)",27959.933787631475
20,"(4, 0, 1, 0, 0, 1)",27960.37857933974
21,"(4, 0, 0, 0, 0, 1)",27961.083329585555
22,"(2, 0, 1, 1, 0, 0)",27970.997069171706
23,"(2, 0, 2, 0, 0, 0)",27979.381818871785
24,"(3, 0, 0, 0, 0, 1)",27995.153169970054
25,"(2, 0, 0, 1, 0, 0)",28053.16035648362
26,"(2, 0, 1, 0, 0, 1)",28096.83161410019
27,"(2, 0, 0, 0, 0, 1)",28199.871143206623
28,"(3, 0, 2, 0, 0, 0)",28237.78915178713
29,"(3, 0, 1, 0, 0, 0)",28238.03970190529
30,"(4, 0, 0, 0, 0, 0)",28238.69386610443
31,"(4, 0, 1, 0, 0, 0)",28239.02852401039
32,"(4, 0, 2, 0, 0, 0)",28240.212416981467
33,"(3, 0, 0, 0, 0, 0)",28265.66887320258
34,"(2, 0, 1, 0, 0, 0)",28399.838920329195
35,"(2, 0, 0, 0, 0, 0)",28555.218008948515
