,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",21822.994211996607
1,"(4, 0, 2, 1, 0, 1)",21829.262641256664
2,"(3, 0, 0, 1, 0, 1)",21832.621858357026
3,"(2, 0, 1, 1, 0, 1)",21832.677556380608
4,"(3, 0, 2, 1, 0, 1)",21836.669024930605
5,"(4, 0, 0, 1, 0, 1)",21837.196851598048
6,"(4, 0, 1, 1, 0, 1)",21839.355790442965
7,"(3, 0, 1, 1, 0, 1)",21841.031675579892
8,"(2, 0, 0, 1, 0, 1)",21856.003553204417
9,"(3, 0, 1, 0, 0, 1)",22117.74355906337
10,"(2, 0, 2, 0, 0, 1)",22121.2341030981
11,"(4, 0, 2, 0, 0, 1)",22121.649044722497
12,"(3, 0, 1, 1, 0, 0)",22121.651753694205
13,"(2, 0, 2, 1, 0, 0)",22126.888302959804
14,"(3, 0, 1, 0, 0, 0)",22157.587973520447
15,"(4, 0, 2, 0, 0, 0)",22162.071038929735
16,"(2, 0, 2, 0, 0, 0)",22163.685656245274
17,"(4, 0, 1, 1, 0, 0)",22406.746384765782
18,"(3, 0, 0, 1, 0, 0)",22408.300628520377
19,"(4, 0, 0, 1, 0, 0)",22409.48584110584
20,"(2, 0, 1, 1, 0, 0)",22412.343230470327
21,"(3, 0, 2, 1, 0, 0)",22416.20028871516
22,"(4, 0, 1, 0, 0, 1)",22416.63033438073
23,"(3, 0, 0, 0, 0, 1)",22417.6453258959
24,"(4, 0, 0, 0, 0, 1)",22418.92140412206
25,"(2, 0, 1, 0, 0, 1)",22421.416217725528
26,"(3, 0, 2, 0, 0, 1)",22425.279276149096
27,"(2, 0, 0, 1, 0, 0)",22454.090524489835
28,"(2, 0, 0, 0, 0, 1)",22462.84804820253
29,"(3, 0, 0, 0, 0, 0)",22464.568074336
30,"(4, 0, 1, 0, 0, 0)",22466.07599761387
31,"(4, 0, 0, 0, 0, 0)",22466.10936444972
32,"(2, 0, 1, 0, 0, 0)",22467.68255319612
33,"(3, 0, 2, 0, 0, 0)",22471.64470519081
34,"(2, 0, 0, 0, 0, 0)",22507.685194249796
