,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",26273.76949583536
1,"(3, 0, 0, 1, 0, 1)",26273.851410264426
2,"(3, 0, 1, 1, 0, 1)",26275.598003347204
3,"(4, 0, 0, 1, 0, 1)",26275.619960476575
4,"(2, 0, 2, 1, 0, 1)",26275.86033707486
5,"(3, 0, 2, 1, 0, 1)",26277.51832961711
6,"(4, 0, 1, 1, 0, 1)",26277.616878493758
7,"(4, 0, 2, 1, 0, 1)",26279.16930770643
8,"(2, 0, 0, 1, 0, 1)",26280.5778749375
9,"(3, 0, 1, 1, 0, 0)",26923.918774551887
10,"(4, 0, 2, 1, 0, 0)",26924.801955569666
11,"(4, 0, 1, 1, 0, 0)",26932.46307677123
12,"(2, 0, 2, 1, 0, 0)",26943.473309701338
13,"(3, 0, 1, 0, 0, 1)",26989.61206685772
14,"(4, 0, 2, 0, 0, 1)",26990.395336568243
15,"(4, 0, 1, 0, 0, 1)",26992.088414663307
16,"(2, 0, 2, 0, 0, 1)",26997.72600538025
17,"(3, 0, 2, 1, 0, 0)",27062.375651391776
18,"(3, 0, 2, 0, 0, 1)",27073.724368113235
19,"(3, 0, 1, 0, 0, 0)",27208.652776305476
20,"(4, 0, 2, 0, 0, 0)",27209.06133553842
21,"(4, 0, 1, 0, 0, 0)",27211.01187646884
22,"(2, 0, 2, 0, 0, 0)",27220.803662067054
23,"(4, 0, 0, 1, 0, 0)",27247.21906230175
24,"(3, 0, 0, 1, 0, 0)",27252.11843408637
25,"(2, 0, 1, 1, 0, 0)",27265.863047973835
26,"(2, 0, 0, 1, 0, 0)",27280.66825498548
27,"(4, 0, 0, 0, 0, 1)",27349.29896543537
28,"(3, 0, 0, 0, 0, 1)",27356.156753623287
29,"(2, 0, 1, 0, 0, 1)",27371.08160061802
30,"(2, 0, 0, 0, 0, 1)",27386.108696106814
31,"(4, 0, 0, 0, 0, 0)",27627.841920025607
32,"(3, 0, 0, 0, 0, 0)",27636.70686224973
33,"(3, 0, 2, 0, 0, 0)",27641.79607411513
34,"(2, 0, 1, 0, 0, 0)",27651.00766859783
35,"(2, 0, 0, 0, 0, 0)",27665.82880075051
