,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",26018.426688649317
1,"(3, 0, 2, 1, 0, 1)",26020.924094703703
2,"(4, 0, 1, 1, 0, 1)",26028.389179471844
3,"(3, 0, 1, 1, 0, 1)",26044.293935287194
4,"(4, 0, 2, 1, 0, 1)",26045.995437732498
5,"(4, 0, 0, 1, 0, 1)",26098.01786623623
6,"(3, 0, 0, 1, 0, 1)",26103.54893565271
7,"(2, 0, 1, 1, 0, 1)",26135.292066166454
8,"(2, 0, 0, 1, 0, 1)",26179.681487619273
9,"(4, 0, 1, 1, 0, 0)",26349.366336916384
10,"(2, 0, 2, 1, 0, 0)",26361.462014104312
11,"(3, 0, 2, 1, 0, 0)",26363.211585532517
12,"(4, 0, 1, 0, 0, 1)",26364.448641587158
13,"(2, 0, 2, 0, 0, 1)",26376.45247161008
14,"(3, 0, 2, 0, 0, 1)",26378.303789443074
15,"(3, 0, 1, 1, 0, 0)",26400.38902379348
16,"(4, 0, 2, 1, 0, 0)",26404.26047011164
17,"(4, 0, 2, 0, 0, 1)",26412.50864554981
18,"(3, 0, 1, 0, 0, 1)",26416.04778145114
19,"(4, 0, 1, 0, 0, 0)",26438.257626916664
20,"(2, 0, 2, 0, 0, 0)",26449.984738235406
21,"(3, 0, 2, 0, 0, 0)",26451.98406410081
22,"(3, 0, 1, 0, 0, 0)",26493.870936916337
23,"(4, 0, 2, 0, 0, 0)",26497.86565063208
24,"(4, 0, 0, 1, 0, 0)",26662.07227351293
25,"(4, 0, 0, 0, 0, 1)",26682.273109706697
26,"(3, 0, 0, 1, 0, 0)",26707.8036866045
27,"(3, 0, 0, 0, 0, 1)",26730.11921330811
28,"(4, 0, 0, 0, 0, 0)",26764.73142094239
29,"(3, 0, 0, 0, 0, 0)",26816.60175586525
30,"(2, 0, 1, 1, 0, 0)",26843.27298026577
31,"(2, 0, 1, 0, 0, 1)",26873.582889712583
32,"(2, 0, 0, 1, 0, 0)",26916.174555874793
33,"(2, 0, 0, 0, 0, 1)",26950.561513595876
34,"(2, 0, 1, 0, 0, 0)",26982.866388446266
35,"(2, 0, 0, 0, 0, 0)",27074.317233567665
