,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",26213.842166160503
1,"(2, 0, 2, 1, 0, 1)",26226.139506409385
2,"(3, 0, 0, 1, 0, 1)",26234.026658128492
3,"(4, 0, 0, 1, 0, 1)",26235.91227921814
4,"(2, 0, 1, 1, 0, 1)",26237.163246292825
5,"(4, 0, 1, 1, 0, 1)",26238.74322285791
6,"(4, 0, 2, 1, 0, 1)",26243.1674926118
7,"(2, 0, 0, 1, 0, 1)",26246.575492647058
8,"(3, 0, 1, 1, 0, 1)",26247.38658284627
9,"(2, 0, 2, 1, 0, 0)",26760.219147775937
10,"(3, 0, 1, 1, 0, 0)",26770.867635708335
11,"(4, 0, 1, 1, 0, 0)",26771.676269406544
12,"(4, 0, 2, 1, 0, 0)",26774.90332036397
13,"(3, 0, 2, 1, 0, 0)",26776.15114687227
14,"(2, 0, 2, 0, 0, 1)",26784.358379930625
15,"(3, 0, 2, 0, 0, 1)",26787.04397321349
16,"(4, 0, 1, 0, 0, 1)",26789.964863907906
17,"(3, 0, 1, 0, 0, 1)",26793.817591653387
18,"(4, 0, 2, 0, 0, 1)",26797.068881455598
19,"(2, 0, 2, 0, 0, 0)",26868.757368673687
20,"(3, 0, 2, 0, 0, 0)",26871.7843808315
21,"(4, 0, 1, 0, 0, 0)",26874.35622395927
22,"(3, 0, 1, 0, 0, 0)",26875.421569490347
23,"(4, 0, 2, 0, 0, 0)",26881.38546234137
24,"(4, 0, 0, 1, 0, 0)",27215.19657042824
25,"(3, 0, 0, 1, 0, 0)",27229.94060019541
26,"(4, 0, 0, 0, 0, 1)",27249.27430886973
27,"(3, 0, 0, 0, 0, 1)",27263.503562646056
28,"(2, 0, 1, 1, 0, 0)",27295.562016831354
29,"(2, 0, 1, 0, 0, 1)",27327.153226251063
30,"(2, 0, 0, 1, 0, 0)",27331.73200005962
31,"(4, 0, 0, 0, 0, 0)",27354.09930315172
32,"(2, 0, 0, 0, 0, 1)",27364.84348744448
33,"(3, 0, 0, 0, 0, 0)",27368.1866502921
34,"(2, 0, 1, 0, 0, 0)",27426.276125435023
35,"(2, 0, 0, 0, 0, 0)",27466.398455461404
