,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",28116.758029232667
1,"(4, 0, 2, 1, 0, 1)",28120.521790678078
2,"(3, 0, 2, 1, 0, 1)",28121.109127235814
3,"(2, 0, 1, 1, 0, 1)",28122.827844365955
4,"(3, 0, 0, 1, 0, 1)",28122.91749413819
5,"(3, 0, 1, 1, 0, 1)",28123.779642127312
6,"(2, 0, 0, 1, 0, 1)",28124.20939273255
7,"(4, 0, 0, 1, 0, 1)",28124.6977412918
8,"(4, 0, 1, 1, 0, 1)",28129.466903783003
9,"(3, 0, 2, 1, 0, 0)",29284.57815458461
10,"(2, 0, 2, 1, 0, 0)",29316.09415292113
11,"(4, 0, 2, 1, 0, 0)",29327.969858349734
12,"(3, 0, 1, 1, 0, 0)",29331.852380950717
13,"(4, 0, 1, 1, 0, 0)",29332.090118035907
14,"(2, 0, 2, 0, 0, 1)",29525.99446808109
15,"(4, 0, 2, 0, 0, 1)",29527.651818921117
16,"(3, 0, 1, 0, 0, 1)",29531.205251471303
17,"(4, 0, 1, 0, 0, 1)",29543.24709574752
18,"(3, 0, 2, 0, 0, 1)",29550.97451425678
19,"(4, 0, 0, 1, 0, 0)",29718.26644655828
20,"(3, 0, 0, 1, 0, 0)",29728.953352950783
21,"(2, 0, 1, 1, 0, 0)",29764.04143779848
22,"(2, 0, 0, 1, 0, 0)",29786.775332603993
23,"(4, 0, 2, 0, 0, 0)",29888.32185536325
24,"(2, 0, 2, 0, 0, 0)",29908.165888325155
25,"(4, 0, 0, 0, 0, 1)",29944.469950145216
26,"(3, 0, 0, 0, 0, 1)",29951.411068952355
27,"(2, 0, 1, 0, 0, 1)",29979.92966394001
28,"(2, 0, 0, 0, 0, 1)",30008.74041083392
29,"(3, 0, 1, 0, 0, 0)",30329.528702757118
30,"(4, 0, 0, 0, 0, 0)",30329.665504837547
31,"(3, 0, 2, 0, 0, 0)",30331.096296401654
32,"(4, 0, 1, 0, 0, 0)",30331.338317775546
33,"(3, 0, 0, 0, 0, 0)",30334.127138580945
34,"(2, 0, 1, 0, 0, 0)",30356.26312783253
35,"(2, 0, 0, 0, 0, 0)",30389.541866445714
