,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",22517.979365266605
1,"(2, 0, 2, 1, 0, 1)",22519.37433164092
2,"(4, 0, 1, 1, 0, 1)",22524.27799281407
3,"(3, 0, 2, 1, 0, 1)",22529.012882231556
4,"(3, 0, 1, 1, 0, 1)",22535.281035009553
5,"(3, 0, 0, 1, 0, 1)",22550.701679796835
6,"(4, 0, 0, 1, 0, 1)",22551.981366554835
7,"(2, 0, 1, 1, 0, 1)",22553.064140392416
8,"(2, 0, 0, 1, 0, 1)",22589.138250163964
9,"(4, 0, 1, 1, 0, 0)",23157.794799650797
10,"(2, 0, 2, 1, 0, 0)",23159.200657785022
11,"(3, 0, 1, 1, 0, 0)",23181.910496059518
12,"(3, 0, 2, 1, 0, 0)",23186.912826522097
13,"(4, 0, 2, 1, 0, 0)",23186.97123984791
14,"(2, 0, 2, 0, 0, 1)",23227.126213898424
15,"(4, 0, 1, 0, 0, 1)",23228.514977349747
16,"(3, 0, 1, 0, 0, 1)",23253.412861243738
17,"(4, 0, 2, 0, 0, 1)",23257.49376216618
18,"(3, 0, 2, 0, 0, 1)",23310.67205228623
19,"(4, 0, 0, 1, 0, 0)",23394.690875465865
20,"(3, 0, 0, 1, 0, 0)",23406.676408775744
21,"(2, 0, 1, 1, 0, 0)",23439.859125975647
22,"(2, 0, 2, 0, 0, 0)",23460.48093229577
23,"(4, 0, 0, 0, 0, 1)",23482.82713635609
24,"(3, 0, 1, 0, 0, 0)",23489.555313011457
25,"(3, 0, 0, 0, 0, 1)",23495.28652051258
26,"(4, 0, 2, 0, 0, 0)",23495.407772083672
27,"(2, 0, 0, 1, 0, 0)",23501.01277169227
28,"(2, 0, 1, 0, 0, 1)",23527.988914392943
29,"(2, 0, 0, 0, 0, 1)",23595.305337353308
30,"(4, 0, 0, 0, 0, 0)",23740.238971561903
31,"(4, 0, 1, 0, 0, 0)",23750.98939600919
32,"(3, 0, 0, 0, 0, 0)",23752.16098604636
33,"(2, 0, 1, 0, 0, 0)",23780.09098587373
34,"(3, 0, 2, 0, 0, 0)",23784.0557156045
35,"(2, 0, 0, 0, 0, 0)",23863.035920193623
