,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",30366.4756661499
1,"(2, 0, 2, 1, 0, 1)",30367.364656533726
2,"(3, 0, 1, 1, 0, 1)",30368.406735573437
3,"(4, 0, 0, 1, 0, 1)",30368.42498340695
4,"(2, 0, 1, 1, 0, 1)",30369.23442934881
5,"(4, 0, 1, 1, 0, 1)",30370.183683207302
6,"(3, 0, 2, 1, 0, 1)",30370.58146204438
7,"(4, 0, 2, 1, 0, 1)",30370.9833039173
8,"(2, 0, 0, 1, 0, 1)",30390.959217935608
9,"(3, 0, 1, 1, 0, 0)",30819.962489907375
10,"(4, 0, 1, 1, 0, 0)",30821.955335481005
11,"(4, 0, 2, 1, 0, 0)",30829.20019846776
12,"(4, 0, 2, 0, 0, 1)",30831.509470690988
13,"(2, 0, 2, 1, 0, 0)",30832.734796889603
14,"(3, 0, 1, 0, 0, 1)",30845.061864601474
15,"(2, 0, 2, 0, 0, 1)",30846.50996826562
16,"(4, 0, 1, 0, 0, 1)",30848.19839850043
17,"(3, 0, 2, 1, 0, 0)",30887.40122301579
18,"(4, 0, 2, 0, 0, 0)",30929.465833059334
19,"(3, 0, 2, 0, 0, 1)",30947.466024793808
20,"(3, 0, 1, 0, 0, 0)",30953.53106163415
21,"(4, 0, 1, 0, 0, 0)",30954.883381580854
22,"(2, 0, 2, 0, 0, 0)",30964.020683321698
23,"(3, 0, 2, 0, 0, 0)",31054.172412998825
24,"(4, 0, 0, 1, 0, 0)",31121.92480593665
25,"(3, 0, 0, 1, 0, 0)",31130.392323911856
26,"(2, 0, 1, 1, 0, 0)",31147.700216979752
27,"(4, 0, 0, 0, 0, 1)",31160.433050612995
28,"(3, 0, 0, 0, 0, 1)",31169.077979425278
29,"(2, 0, 0, 1, 0, 0)",31177.0578350132
30,"(2, 0, 1, 0, 0, 1)",31186.23861022447
31,"(2, 0, 0, 0, 0, 1)",31215.391313388216
32,"(4, 0, 0, 0, 0, 0)",31298.027048359047
33,"(3, 0, 0, 0, 0, 0)",31307.594880857814
34,"(2, 0, 1, 0, 0, 0)",31323.209481440885
35,"(2, 0, 0, 0, 0, 0)",31350.040874082926
