,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",23843.170903686652
1,"(3, 0, 2, 1, 0, 1)",23861.27294807693
2,"(4, 0, 1, 1, 0, 1)",23861.636317577297
3,"(3, 0, 0, 1, 0, 1)",23861.855377717515
4,"(3, 0, 1, 1, 0, 1)",23862.458689656793
5,"(4, 0, 0, 1, 0, 1)",23862.774439120898
6,"(2, 0, 1, 1, 0, 1)",23865.1163925645
7,"(4, 0, 2, 1, 0, 1)",23868.982217712663
8,"(2, 0, 0, 1, 0, 1)",23873.097565828764
9,"(2, 0, 2, 1, 0, 0)",24186.562607065924
10,"(2, 0, 2, 0, 0, 1)",24193.075361029158
11,"(3, 0, 1, 1, 0, 0)",24194.705135285
12,"(4, 0, 1, 0, 0, 1)",24197.036934561453
13,"(3, 0, 1, 0, 0, 1)",24200.947027503913
14,"(4, 0, 2, 1, 0, 0)",24202.75358380856
15,"(4, 0, 2, 0, 0, 1)",24204.968609257485
16,"(4, 0, 1, 1, 0, 0)",24210.854061128
17,"(2, 0, 2, 0, 0, 0)",24232.109446561903
18,"(4, 0, 1, 0, 0, 0)",24235.889653734714
19,"(3, 0, 1, 0, 0, 0)",24238.926964008904
20,"(4, 0, 2, 0, 0, 0)",24243.51002405946
21,"(3, 0, 2, 0, 0, 1)",24258.40503131003
22,"(3, 0, 2, 0, 0, 0)",24302.30984180539
23,"(3, 0, 2, 1, 0, 0)",24350.18258041164
24,"(4, 0, 0, 1, 0, 0)",24558.175205879623
25,"(4, 0, 0, 0, 0, 1)",24568.78050760289
26,"(3, 0, 0, 1, 0, 0)",24578.68958281888
27,"(3, 0, 0, 0, 0, 1)",24588.8077053207
28,"(4, 0, 0, 0, 0, 0)",24618.574562077752
29,"(2, 0, 1, 1, 0, 0)",24625.89540851517
30,"(2, 0, 1, 0, 0, 1)",24635.795193462527
31,"(3, 0, 0, 0, 0, 0)",24636.366964633165
32,"(2, 0, 0, 1, 0, 0)",24659.31978909439
33,"(2, 0, 0, 0, 0, 1)",24669.50493947835
34,"(2, 0, 1, 0, 0, 0)",24680.432054377598
35,"(2, 0, 0, 0, 0, 0)",24714.317883301555
