,parameters,aic
0,"(3, 0, 1, 1, 0, 1)",19897.601156476092
1,"(4, 0, 1, 1, 0, 1)",19898.40649141292
2,"(2, 0, 2, 1, 0, 1)",19903.621210181936
3,"(4, 0, 2, 1, 0, 1)",19909.742781305915
4,"(3, 0, 2, 1, 0, 1)",19916.557602746947
5,"(3, 0, 0, 1, 0, 1)",19916.58515034811
6,"(2, 0, 1, 1, 0, 1)",19917.74786826046
7,"(4, 0, 0, 1, 0, 1)",19918.512770921974
8,"(2, 0, 0, 1, 0, 1)",19928.152352713485
9,"(3, 0, 1, 1, 0, 0)",20097.764970452587
10,"(4, 0, 1, 1, 0, 0)",20105.09229597493
11,"(4, 0, 2, 1, 0, 0)",20107.638734618406
12,"(3, 0, 1, 0, 0, 1)",20129.389136737598
13,"(4, 0, 2, 0, 0, 1)",20137.01353698287
14,"(4, 0, 1, 0, 0, 1)",20137.84898874848
15,"(4, 0, 0, 1, 0, 0)",20264.411749324452
16,"(3, 0, 0, 1, 0, 0)",20267.114028462613
17,"(3, 0, 2, 1, 0, 0)",20272.711970786502
18,"(2, 0, 1, 1, 0, 0)",20273.45534164917
19,"(2, 0, 2, 1, 0, 0)",20276.663222784828
20,"(2, 0, 0, 1, 0, 0)",20289.902588905894
21,"(4, 0, 0, 0, 0, 1)",20300.74430106485
22,"(4, 0, 1, 0, 0, 0)",20303.703827301095
23,"(3, 0, 0, 0, 0, 1)",20303.935159262237
24,"(3, 0, 1, 0, 0, 0)",20306.25614056383
25,"(3, 0, 2, 0, 0, 1)",20310.121664092287
26,"(2, 0, 1, 0, 0, 1)",20310.450301599405
27,"(2, 0, 2, 0, 0, 1)",20313.246671738536
28,"(2, 0, 0, 0, 0, 1)",20327.620570662628
29,"(4, 0, 0, 0, 0, 0)",20477.21518644104
30,"(3, 0, 2, 0, 0, 0)",20481.877639904065
31,"(3, 0, 0, 0, 0, 0)",20482.25791016298
32,"(2, 0, 1, 0, 0, 0)",20488.551831624085
33,"(2, 0, 2, 0, 0, 0)",20490.488340514818
34,"(2, 0, 0, 0, 0, 0)",20506.23521522005
