,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",26571.51242440414
1,"(3, 0, 2, 1, 0, 1)",26575.13987448936
2,"(3, 0, 0, 1, 0, 1)",26577.044954199497
3,"(3, 0, 1, 1, 0, 1)",26577.095293314756
4,"(4, 0, 2, 1, 0, 1)",26577.207073968144
5,"(4, 0, 0, 1, 0, 1)",26577.534813247446
6,"(4, 0, 1, 1, 0, 1)",26578.18045067907
7,"(2, 0, 1, 1, 0, 1)",26583.899824114196
8,"(2, 0, 0, 1, 0, 1)",26604.472588766177
9,"(4, 0, 1, 1, 0, 0)",27191.790239852136
10,"(3, 0, 2, 1, 0, 0)",27197.462729496954
11,"(3, 0, 1, 1, 0, 0)",27201.896903182587
12,"(4, 0, 2, 1, 0, 0)",27203.795903613915
13,"(2, 0, 2, 1, 0, 0)",27215.859175113674
14,"(3, 0, 2, 0, 0, 1)",27219.02774997998
15,"(4, 0, 1, 0, 0, 1)",27224.338724016266
16,"(3, 0, 1, 0, 0, 1)",27231.548965138867
17,"(4, 0, 2, 0, 0, 1)",27235.691306704262
18,"(4, 0, 1, 0, 0, 0)",27344.92007978005
19,"(3, 0, 2, 0, 0, 0)",27345.15958620853
20,"(3, 0, 1, 0, 0, 0)",27357.829001573908
21,"(4, 0, 2, 0, 0, 0)",27359.095067813527
22,"(4, 0, 0, 1, 0, 0)",27436.502794711894
23,"(3, 0, 0, 1, 0, 0)",27449.15070461562
24,"(2, 0, 1, 1, 0, 0)",27477.821358778816
25,"(4, 0, 0, 0, 0, 1)",27482.49297109724
26,"(3, 0, 0, 0, 0, 1)",27496.630209506773
27,"(2, 0, 0, 1, 0, 0)",27519.083761968108
28,"(2, 0, 1, 0, 0, 1)",27526.253510204424
29,"(2, 0, 0, 0, 0, 1)",27569.38683927165
30,"(4, 0, 0, 0, 0, 0)",27632.09341787178
31,"(3, 0, 0, 0, 0, 0)",27650.796534247744
32,"(2, 0, 2, 0, 0, 1)",27670.736016229555
33,"(2, 0, 1, 0, 0, 0)",27683.324685313335
34,"(2, 0, 0, 0, 0, 0)",27729.984271015448
35,"(2, 0, 2, 0, 0, 0)",27812.064705197838
