,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25562.134927350275
1,"(3, 0, 0, 1, 0, 1)",25562.33979303021
2,"(2, 0, 1, 1, 0, 1)",25562.95366812893
3,"(4, 0, 0, 1, 0, 1)",25564.24258105388
4,"(3, 0, 1, 1, 0, 1)",25564.270821147406
5,"(4, 0, 1, 1, 0, 1)",25566.051712419565
6,"(3, 0, 2, 1, 0, 1)",25566.145078171314
7,"(4, 0, 2, 1, 0, 1)",25567.571056884066
8,"(2, 0, 0, 1, 0, 1)",25573.866224186357
9,"(2, 0, 2, 1, 0, 0)",26040.34138516573
10,"(3, 0, 2, 1, 0, 0)",26043.758852616764
11,"(4, 0, 1, 1, 0, 0)",26045.76913700694
12,"(3, 0, 1, 1, 0, 0)",26065.295116913454
13,"(4, 0, 2, 1, 0, 0)",26067.08225794362
14,"(2, 0, 2, 0, 0, 1)",26104.832185710213
15,"(3, 0, 2, 0, 0, 1)",26107.80854103407
16,"(4, 0, 1, 0, 0, 1)",26107.941155181823
17,"(3, 0, 1, 0, 0, 1)",26131.351759498535
18,"(4, 0, 2, 0, 0, 1)",26136.033687017323
19,"(4, 0, 1, 0, 0, 0)",26310.46564671101
20,"(2, 0, 2, 0, 0, 0)",26313.266474789023
21,"(3, 0, 2, 0, 0, 0)",26317.197746894144
22,"(4, 0, 0, 1, 0, 0)",26343.112470239572
23,"(3, 0, 1, 0, 0, 0)",26344.62312186666
24,"(4, 0, 2, 0, 0, 0)",26352.254161127817
25,"(3, 0, 0, 1, 0, 0)",26368.407616708602
26,"(2, 0, 1, 1, 0, 0)",26425.60688297096
27,"(4, 0, 0, 0, 0, 1)",26434.554462781114
28,"(3, 0, 0, 0, 0, 1)",26464.3799368704
29,"(2, 0, 0, 1, 0, 0)",26474.21300293133
30,"(2, 0, 1, 0, 0, 1)",26534.586801653055
31,"(2, 0, 0, 0, 0, 1)",26593.458062881535
32,"(4, 0, 0, 0, 0, 0)",26684.947529047146
33,"(3, 0, 0, 0, 0, 0)",26721.90425442301
34,"(2, 0, 1, 0, 0, 0)",26812.716295489055
35,"(2, 0, 0, 0, 0, 0)",26890.356527403295
