,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",20390.407870425413
1,"(4, 0, 2, 1, 0, 1)",20399.913110813985
2,"(3, 0, 0, 1, 0, 1)",20409.341518386023
3,"(2, 0, 2, 1, 0, 1)",20409.443677583367
4,"(2, 0, 1, 1, 0, 1)",20409.756383979427
5,"(3, 0, 1, 1, 0, 1)",20410.64492988767
6,"(4, 0, 0, 1, 0, 1)",20411.13648450241
7,"(4, 0, 1, 1, 0, 1)",20412.332434831947
8,"(2, 0, 0, 1, 0, 1)",20430.85739846183
9,"(2, 0, 2, 1, 0, 0)",20611.37203548704
10,"(4, 0, 1, 0, 0, 1)",20621.68028586321
11,"(2, 0, 2, 0, 0, 1)",20625.378288581094
12,"(3, 0, 1, 1, 0, 0)",20626.83375431636
13,"(4, 0, 2, 1, 0, 0)",20630.015598621292
14,"(3, 0, 1, 0, 0, 1)",20633.437285763415
15,"(4, 0, 2, 0, 0, 1)",20636.97711099867
16,"(4, 0, 1, 1, 0, 0)",20646.9536580086
17,"(4, 0, 1, 0, 0, 0)",20663.2529275949
18,"(2, 0, 2, 0, 0, 0)",20665.17637346643
19,"(3, 0, 1, 0, 0, 0)",20674.502068116064
20,"(4, 0, 2, 0, 0, 0)",20678.11668621194
21,"(3, 0, 2, 0, 0, 0)",20705.974535295714
22,"(3, 0, 2, 1, 0, 0)",20709.02545322262
23,"(3, 0, 2, 0, 0, 1)",20716.195911035597
24,"(4, 0, 0, 1, 0, 0)",20868.491847635083
25,"(3, 0, 0, 1, 0, 0)",20872.89588431423
26,"(4, 0, 0, 0, 0, 1)",20876.573563258207
27,"(3, 0, 0, 0, 0, 1)",20881.147544911608
28,"(2, 0, 1, 1, 0, 0)",20896.735223759602
29,"(2, 0, 1, 0, 0, 1)",20905.40301298775
30,"(4, 0, 0, 0, 0, 0)",20923.10178069265
31,"(3, 0, 0, 0, 0, 0)",20928.19151593192
32,"(2, 0, 0, 1, 0, 0)",20942.568461616866
33,"(2, 0, 0, 0, 0, 1)",20951.844810125636
34,"(2, 0, 1, 0, 0, 0)",20953.76595984034
35,"(2, 0, 0, 0, 0, 0)",21003.261518908475
