,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",27424.91717764411
1,"(2, 0, 2, 1, 0, 1)",27440.855270174507
2,"(3, 0, 0, 1, 0, 1)",27449.1216512877
3,"(4, 0, 0, 1, 0, 1)",27450.06069929417
4,"(3, 0, 1, 1, 0, 1)",27451.371010013103
5,"(2, 0, 0, 1, 0, 1)",27453.63102771609
6,"(4, 0, 1, 1, 0, 1)",27460.57122145279
7,"(2, 0, 1, 1, 0, 0)",28016.719621834687
8,"(3, 0, 1, 1, 0, 0)",28017.255857723096
9,"(2, 0, 2, 1, 0, 0)",28019.28456648452
10,"(4, 0, 2, 1, 0, 0)",28022.100969235962
11,"(3, 0, 2, 1, 0, 0)",28026.799778635745
12,"(4, 0, 2, 0, 0, 1)",28036.87667703175
13,"(2, 0, 1, 0, 0, 1)",28038.879974668427
14,"(2, 0, 2, 0, 0, 1)",28039.066175355678
15,"(3, 0, 1, 0, 0, 1)",28039.330746304746
16,"(3, 0, 2, 0, 0, 1)",28043.55990870347
17,"(4, 0, 1, 0, 0, 1)",28043.74403279622
18,"(4, 0, 1, 1, 0, 0)",28044.133298809717
19,"(3, 0, 1, 0, 0, 0)",28131.10659679977
20,"(2, 0, 1, 0, 0, 0)",28131.254962374234
21,"(2, 0, 2, 0, 0, 0)",28131.258599344546
22,"(4, 0, 2, 0, 0, 0)",28131.514429345974
23,"(4, 0, 1, 0, 0, 0)",28137.725632577545
24,"(3, 0, 2, 0, 0, 0)",28139.42348245538
25,"(4, 0, 0, 1, 0, 0)",28466.355848970714
26,"(3, 0, 0, 1, 0, 0)",28475.370825742026
27,"(4, 0, 0, 0, 0, 1)",28489.62280716393
28,"(3, 0, 0, 0, 0, 1)",28496.086724818608
29,"(2, 0, 0, 1, 0, 0)",28542.255531273753
30,"(2, 0, 0, 0, 0, 1)",28556.936419516354
31,"(4, 0, 0, 0, 0, 0)",28583.174269344785
32,"(3, 0, 0, 0, 0, 0)",28584.845172915
33,"(2, 0, 0, 0, 0, 0)",28630.92287530842
