,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",28325.211579569044
1,"(3, 0, 2, 1, 0, 1)",28326.395523584266
2,"(4, 0, 0, 1, 0, 1)",28326.829984891247
3,"(4, 0, 1, 1, 0, 1)",28328.400243104214
4,"(4, 0, 2, 1, 0, 1)",28334.14483832569
5,"(2, 0, 2, 1, 0, 1)",28334.496858802977
6,"(3, 0, 1, 1, 0, 1)",28337.942651177145
7,"(2, 0, 1, 1, 0, 1)",28343.797398960134
8,"(2, 0, 0, 1, 0, 1)",28350.565582169365
9,"(3, 0, 2, 1, 0, 0)",28919.822372866904
10,"(2, 0, 2, 1, 0, 0)",28930.98851861399
11,"(3, 0, 1, 1, 0, 0)",28932.034457211856
12,"(4, 0, 1, 1, 0, 0)",28936.30469975939
13,"(4, 0, 2, 1, 0, 0)",28937.75269438739
14,"(2, 0, 1, 1, 0, 0)",28939.307960077214
15,"(3, 0, 2, 0, 0, 1)",28948.544866630098
16,"(4, 0, 2, 0, 0, 1)",28957.178655141048
17,"(2, 0, 2, 0, 0, 1)",28963.60624962613
18,"(2, 0, 1, 0, 0, 1)",28963.8051626614
19,"(3, 0, 1, 0, 0, 1)",28964.75100627559
20,"(4, 0, 1, 0, 0, 1)",28975.684492709166
21,"(4, 0, 2, 0, 0, 0)",29052.90958426696
22,"(3, 0, 2, 0, 0, 0)",29052.943765778196
23,"(2, 0, 2, 0, 0, 0)",29072.852143983255
24,"(3, 0, 1, 0, 0, 0)",29073.071880977644
25,"(4, 0, 1, 0, 0, 0)",29073.297941435885
26,"(2, 0, 1, 0, 0, 0)",29076.11446915044
27,"(4, 0, 0, 1, 0, 0)",29325.63364245955
28,"(3, 0, 0, 1, 0, 0)",29335.515346749486
29,"(4, 0, 0, 0, 0, 1)",29365.80964719956
30,"(3, 0, 0, 0, 0, 1)",29371.95211385639
31,"(2, 0, 0, 1, 0, 0)",29419.06292439444
32,"(2, 0, 0, 0, 0, 1)",29452.253578917993
33,"(4, 0, 0, 0, 0, 0)",29478.5274564721
34,"(3, 0, 0, 0, 0, 0)",29478.89212981395
35,"(2, 0, 0, 0, 0, 0)",29550.211868202696
