,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24686.519230139824
1,"(4, 0, 0, 1, 0, 1)",24688.013410997995
2,"(2, 0, 1, 1, 0, 1)",24688.213056375378
3,"(4, 0, 1, 1, 0, 1)",24688.904790110435
4,"(3, 0, 1, 1, 0, 1)",24689.65552189939
5,"(3, 0, 0, 1, 0, 1)",24690.23650820413
6,"(4, 0, 2, 1, 0, 1)",24692.948614401324
7,"(2, 0, 0, 1, 0, 1)",24696.961587805068
8,"(3, 0, 2, 1, 0, 1)",24971.935526227222
9,"(4, 0, 2, 1, 0, 0)",25203.782260370695
10,"(3, 0, 1, 1, 0, 0)",25212.076628911404
11,"(4, 0, 1, 1, 0, 0)",25213.816921576778
12,"(2, 0, 2, 1, 0, 0)",25254.37619262188
13,"(4, 0, 2, 0, 0, 1)",25271.651087341823
14,"(3, 0, 1, 0, 0, 1)",25291.56727959193
15,"(4, 0, 1, 0, 0, 1)",25295.675998443287
16,"(2, 0, 2, 0, 0, 1)",25295.705105670262
17,"(3, 0, 2, 0, 0, 1)",25319.94563223637
18,"(4, 0, 2, 0, 0, 0)",25531.794202942972
19,"(4, 0, 1, 0, 0, 0)",25555.494285644512
20,"(3, 0, 1, 0, 0, 0)",25559.760309484645
21,"(3, 0, 2, 1, 0, 0)",25591.535422321253
22,"(3, 0, 2, 0, 0, 0)",25597.83042822008
23,"(4, 0, 0, 1, 0, 0)",25611.820149603023
24,"(3, 0, 0, 1, 0, 0)",25619.900542903615
25,"(2, 0, 1, 1, 0, 0)",25649.9647744867
26,"(2, 0, 0, 1, 0, 0)",25706.494388121715
27,"(4, 0, 0, 0, 0, 1)",25717.745472441842
28,"(3, 0, 0, 0, 0, 1)",25728.42895106151
29,"(2, 0, 1, 0, 0, 1)",25764.441693288536
30,"(2, 0, 0, 0, 0, 1)",25827.41575205969
31,"(4, 0, 0, 0, 0, 0)",26017.759429607395
32,"(3, 0, 0, 0, 0, 0)",26033.86846289811
33,"(2, 0, 2, 0, 0, 0)",26038.159785545417
34,"(2, 0, 1, 0, 0, 0)",26074.194245870483
35,"(2, 0, 0, 0, 0, 0)",26138.593060792246
