,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",31237.93232152469
1,"(4, 0, 0, 1, 0, 1)",31246.81154514359
2,"(3, 0, 1, 1, 0, 1)",31253.924110756667
3,"(4, 0, 2, 1, 0, 1)",31257.77763867737
4,"(2, 0, 1, 1, 0, 1)",31258.12417785918
5,"(3, 0, 2, 1, 0, 1)",31260.666478595696
6,"(2, 0, 2, 1, 0, 1)",31263.111075770703
7,"(3, 0, 0, 1, 0, 1)",31263.316824738264
8,"(2, 0, 0, 1, 0, 1)",31270.616607262633
9,"(3, 0, 2, 1, 0, 0)",31962.789306886483
10,"(2, 0, 2, 1, 0, 0)",31976.807421419144
11,"(3, 0, 1, 1, 0, 0)",31983.644656782904
12,"(4, 0, 2, 1, 0, 0)",31985.964180325722
13,"(3, 0, 2, 0, 0, 1)",32069.191020118873
14,"(4, 0, 2, 0, 0, 1)",32087.591591451663
15,"(3, 0, 1, 0, 0, 1)",32087.79694608716
16,"(4, 0, 1, 0, 0, 1)",32096.859611536107
17,"(2, 0, 2, 0, 0, 1)",32097.34586070345
18,"(3, 0, 0, 1, 0, 0)",32225.067649306802
19,"(4, 0, 0, 1, 0, 0)",32225.441628087145
20,"(4, 0, 1, 1, 0, 0)",32229.062002793904
21,"(2, 0, 1, 1, 0, 0)",32233.542103103347
22,"(2, 0, 0, 1, 0, 0)",32293.731643855357
23,"(3, 0, 2, 0, 0, 0)",32359.91123499695
24,"(4, 0, 1, 0, 0, 0)",32364.12665379535
25,"(4, 0, 0, 0, 0, 1)",32369.561034345857
26,"(3, 0, 0, 0, 0, 1)",32374.462398067313
27,"(4, 0, 2, 0, 0, 0)",32385.67327975993
28,"(3, 0, 1, 0, 0, 0)",32387.930377344146
29,"(2, 0, 1, 0, 0, 1)",32392.04190835025
30,"(2, 0, 2, 0, 0, 0)",32427.43866568594
31,"(2, 0, 0, 0, 0, 1)",32466.607410083045
32,"(4, 0, 0, 0, 0, 0)",32696.102018900732
33,"(3, 0, 0, 0, 0, 0)",32711.07475524027
34,"(2, 0, 1, 0, 0, 0)",32741.197580230517
35,"(2, 0, 0, 0, 0, 0)",32835.553661986545
