,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",27463.476630429104
1,"(2, 0, 2, 1, 0, 1)",27463.8395028327
2,"(3, 0, 2, 1, 0, 1)",27464.143166511214
3,"(4, 0, 0, 1, 0, 1)",27466.563789634318
4,"(2, 0, 1, 1, 0, 1)",27466.592535428124
5,"(3, 0, 1, 1, 0, 1)",27467.38240840808
6,"(3, 0, 0, 1, 0, 1)",27467.53022939053
7,"(2, 0, 0, 1, 0, 1)",27470.10508172341
8,"(3, 0, 2, 1, 0, 0)",28302.020065925975
9,"(4, 0, 2, 1, 0, 0)",28308.953057297094
10,"(3, 0, 1, 1, 0, 0)",28312.85325875044
11,"(4, 0, 1, 1, 0, 0)",28330.58078667885
12,"(3, 0, 2, 0, 0, 1)",28458.97791157659
13,"(3, 0, 1, 0, 0, 1)",28461.741111182222
14,"(4, 0, 1, 0, 0, 1)",28462.95914546827
15,"(4, 0, 2, 0, 0, 1)",28465.858575923434
16,"(2, 0, 2, 0, 0, 1)",28488.346714465257
17,"(4, 0, 0, 1, 0, 0)",28592.604204382427
18,"(3, 0, 0, 1, 0, 0)",28597.12511081643
19,"(2, 0, 1, 1, 0, 0)",28607.275036766747
20,"(2, 0, 2, 1, 0, 0)",28610.22445528882
21,"(2, 0, 0, 1, 0, 0)",28637.491352820616
22,"(4, 0, 0, 0, 0, 1)",28790.89140902858
23,"(3, 0, 0, 0, 0, 1)",28800.634609314315
24,"(2, 0, 1, 0, 0, 1)",28815.79824775895
25,"(2, 0, 0, 0, 0, 1)",28853.328740559893
26,"(3, 0, 2, 0, 0, 0)",28878.642221004673
27,"(4, 0, 1, 0, 0, 0)",28879.275824512784
28,"(3, 0, 1, 0, 0, 0)",28880.776778546526
29,"(4, 0, 2, 0, 0, 0)",28886.197622708256
30,"(4, 0, 0, 0, 0, 0)",29240.911814838713
31,"(3, 0, 0, 0, 0, 0)",29258.861230452545
32,"(2, 0, 1, 0, 0, 0)",29279.19973111838
33,"(2, 0, 2, 0, 0, 0)",29281.19073870099
34,"(2, 0, 0, 0, 0, 0)",29323.2827387052
