,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",26487.988011415764
1,"(3, 0, 2, 1, 0, 1)",26493.23276128503
2,"(4, 0, 0, 1, 0, 1)",26498.136710958304
3,"(4, 0, 1, 1, 0, 1)",26499.071986254607
4,"(3, 0, 0, 1, 0, 1)",26499.367159436417
5,"(3, 0, 1, 1, 0, 1)",26499.73785176123
6,"(2, 0, 1, 1, 0, 1)",26500.81149568539
7,"(4, 0, 2, 1, 0, 1)",26502.89956984047
8,"(2, 0, 0, 1, 0, 1)",26507.50299404995
9,"(2, 0, 2, 1, 0, 0)",26973.547213312577
10,"(4, 0, 2, 1, 0, 0)",26974.15229492887
11,"(3, 0, 1, 1, 0, 0)",26974.82521818672
12,"(4, 0, 1, 1, 0, 0)",26976.766360155892
13,"(3, 0, 2, 1, 0, 0)",26993.315969065294
14,"(4, 0, 2, 0, 0, 1)",27163.32513202095
15,"(2, 0, 2, 0, 0, 1)",27165.23581833356
16,"(3, 0, 1, 0, 0, 1)",27166.85269631796
17,"(4, 0, 1, 0, 0, 1)",27179.52403508191
18,"(3, 0, 2, 0, 0, 1)",27188.680614216864
19,"(4, 0, 0, 1, 0, 0)",27277.90542219379
20,"(3, 0, 0, 1, 0, 0)",27279.68938721812
21,"(2, 0, 1, 1, 0, 0)",27309.681956835513
22,"(2, 0, 0, 1, 0, 0)",27319.870664307055
23,"(4, 0, 0, 0, 0, 1)",27533.602090227327
24,"(3, 0, 0, 0, 0, 1)",27537.480710453692
25,"(2, 0, 1, 0, 0, 1)",27583.752859291133
26,"(2, 0, 0, 0, 0, 1)",27589.847804482695
27,"(4, 0, 2, 0, 0, 0)",27716.986796434318
28,"(2, 0, 2, 0, 0, 0)",27724.670073079284
29,"(3, 0, 1, 0, 0, 0)",27726.899918668576
30,"(4, 0, 1, 0, 0, 0)",27727.310304820854
31,"(3, 0, 2, 0, 0, 0)",27758.093118208184
32,"(4, 0, 0, 0, 0, 0)",28164.708371547506
33,"(3, 0, 0, 0, 0, 0)",28168.101870728042
34,"(2, 0, 1, 0, 0, 0)",28229.588636656503
35,"(2, 0, 0, 0, 0, 0)",28236.93056282817
