,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",32961.29513360655
1,"(3, 0, 1, 1, 0, 1)",32966.31199292025
2,"(4, 0, 1, 1, 0, 1)",32968.16483614092
3,"(3, 0, 2, 1, 0, 1)",32979.406010599705
4,"(4, 0, 0, 1, 0, 1)",32979.43405901435
5,"(3, 0, 0, 1, 0, 1)",32979.60373375725
6,"(2, 0, 2, 1, 0, 1)",32979.732512027294
7,"(2, 0, 1, 1, 0, 1)",32981.396703828425
8,"(2, 0, 0, 1, 0, 1)",32982.22261788473
9,"(4, 0, 2, 1, 0, 0)",33526.294649909425
10,"(3, 0, 1, 1, 0, 0)",33527.52041225819
11,"(3, 0, 2, 1, 0, 0)",33533.503910704545
12,"(2, 0, 2, 1, 0, 0)",33535.21364092498
13,"(4, 0, 1, 1, 0, 0)",33541.231803546434
14,"(2, 0, 1, 1, 0, 0)",33560.07430198179
15,"(4, 0, 2, 0, 0, 1)",33579.74505212758
16,"(2, 0, 2, 0, 0, 1)",33579.75360503101
17,"(3, 0, 1, 0, 0, 1)",33580.69046375272
18,"(4, 0, 1, 0, 0, 1)",33585.07791305195
19,"(3, 0, 2, 0, 0, 1)",33588.08813455342
20,"(2, 0, 1, 0, 0, 1)",33589.36460186773
21,"(3, 0, 1, 0, 0, 0)",33762.621152007334
22,"(4, 0, 1, 0, 0, 0)",33763.26788350342
23,"(4, 0, 2, 0, 0, 0)",33767.76326090596
24,"(2, 0, 2, 0, 0, 0)",33767.86639667838
25,"(3, 0, 2, 0, 0, 0)",33791.10347822615
26,"(4, 0, 0, 1, 0, 0)",33941.68385289518
27,"(3, 0, 0, 1, 0, 0)",33966.97890774624
28,"(4, 0, 0, 0, 0, 1)",34002.83447047067
29,"(2, 0, 0, 1, 0, 0)",34005.44165323238
30,"(3, 0, 0, 0, 0, 1)",34026.37035095706
31,"(2, 0, 0, 0, 0, 1)",34059.857841515586
32,"(4, 0, 0, 0, 0, 0)",34195.23780625437
33,"(3, 0, 0, 0, 0, 0)",34214.78325568448
34,"(2, 0, 0, 0, 0, 0)",34240.50708392681
35,"(2, 0, 1, 0, 0, 0)",34244.04703957705
