,parameters,aic
0,"(2, 0, 0, 1, 0, 1)",27029.415407348082
1,"(3, 0, 0, 1, 0, 1)",27031.253128451906
2,"(4, 0, 0, 1, 0, 1)",27032.105138013078
3,"(3, 0, 1, 1, 0, 1)",27032.30588902606
4,"(2, 0, 2, 1, 0, 1)",27033.219053555986
5,"(3, 0, 2, 1, 0, 1)",27034.14563490976
6,"(4, 0, 1, 1, 0, 1)",27034.469169960907
7,"(4, 0, 2, 1, 0, 1)",27036.14324056503
8,"(2, 0, 1, 1, 0, 1)",27038.02104414834
9,"(4, 0, 1, 1, 0, 0)",27903.84180103472
10,"(4, 0, 2, 1, 0, 0)",27909.437054989587
11,"(3, 0, 1, 1, 0, 0)",27914.211881060393
12,"(2, 0, 2, 1, 0, 0)",27929.47341933601
13,"(4, 0, 1, 0, 0, 1)",27993.12530237432
14,"(3, 0, 1, 0, 0, 1)",28007.738296869637
15,"(4, 0, 2, 0, 0, 1)",28007.74840380119
16,"(2, 0, 2, 0, 0, 1)",28056.556444269
17,"(3, 0, 2, 0, 0, 1)",28221.59014481847
18,"(4, 0, 0, 1, 0, 0)",28313.686540085862
19,"(3, 0, 0, 1, 0, 0)",28318.231310486157
20,"(2, 0, 0, 1, 0, 0)",28325.310499841544
21,"(3, 0, 2, 1, 0, 0)",28326.77545215586
22,"(2, 0, 1, 1, 0, 0)",28327.52576171455
23,"(4, 0, 0, 0, 0, 1)",28425.33310189018
24,"(3, 0, 0, 0, 0, 1)",28427.540261240185
25,"(2, 0, 0, 0, 0, 1)",28429.71342685087
26,"(2, 0, 1, 0, 0, 1)",28430.20128421444
27,"(2, 0, 0, 0, 0, 0)",28663.618278405596
28,"(3, 0, 0, 0, 0, 0)",28665.28541352221
29,"(4, 0, 0, 0, 0, 0)",28665.38035278598
30,"(2, 0, 1, 0, 0, 0)",28665.411038153412
31,"(2, 0, 2, 0, 0, 0)",28667.415815917284
32,"(3, 0, 1, 0, 0, 0)",28667.558144810802
33,"(4, 0, 1, 0, 0, 0)",28668.602582395983
34,"(3, 0, 2, 0, 0, 0)",28669.18983685347
35,"(4, 0, 2, 0, 0, 0)",28671.60822834234
