,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",35588.166206382826
1,"(2, 0, 2, 1, 0, 1)",35594.46832355754
2,"(4, 0, 0, 1, 0, 1)",35594.722873859944
3,"(3, 0, 0, 1, 0, 1)",35596.45924962569
4,"(4, 0, 2, 1, 0, 1)",35597.32018567954
5,"(4, 0, 1, 1, 0, 1)",35599.69745739672
6,"(2, 0, 1, 1, 0, 1)",35600.734830273446
7,"(3, 0, 1, 1, 0, 1)",35601.38662064811
8,"(2, 0, 0, 1, 0, 1)",35606.35277988697
9,"(2, 0, 2, 1, 0, 0)",36188.56656788756
10,"(4, 0, 1, 1, 0, 0)",36188.842522256164
11,"(3, 0, 1, 1, 0, 0)",36193.179572233435
12,"(4, 0, 2, 1, 0, 0)",36197.93522968405
13,"(3, 0, 2, 1, 0, 0)",36233.602382682526
14,"(2, 0, 2, 0, 0, 1)",36276.47360785028
15,"(4, 0, 1, 0, 0, 1)",36276.74405005672
16,"(3, 0, 1, 0, 0, 1)",36284.019352601135
17,"(4, 0, 2, 0, 0, 1)",36288.81949624152
18,"(3, 0, 2, 0, 0, 1)",36367.64612797043
19,"(4, 0, 0, 1, 0, 0)",36523.36588668729
20,"(3, 0, 0, 1, 0, 0)",36555.01342588872
21,"(2, 0, 1, 1, 0, 0)",36601.984945534874
22,"(2, 0, 2, 0, 0, 0)",36616.25627641878
23,"(4, 0, 1, 0, 0, 0)",36618.65431995076
24,"(3, 0, 2, 0, 0, 0)",36622.60372539768
25,"(2, 0, 0, 1, 0, 0)",36624.73534527305
26,"(3, 0, 1, 0, 0, 0)",36634.34650466676
27,"(4, 0, 2, 0, 0, 0)",36637.5629867689
28,"(4, 0, 0, 0, 0, 1)",36655.414269622146
29,"(3, 0, 0, 0, 0, 1)",36692.424564638466
30,"(2, 0, 1, 0, 0, 1)",36761.26984690555
31,"(2, 0, 0, 0, 0, 1)",36793.7691880549
32,"(4, 0, 0, 0, 0, 0)",37053.3509580697
33,"(3, 0, 0, 0, 0, 0)",37091.30751164293
34,"(2, 0, 1, 0, 0, 0)",37186.26491612963
35,"(2, 0, 0, 0, 0, 0)",37238.81594215376
