,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",29929.88850767956
1,"(3, 0, 2, 1, 0, 1)",29933.05314691036
2,"(3, 0, 1, 1, 0, 1)",29937.234768567712
3,"(4, 0, 1, 1, 0, 1)",29938.74702033036
4,"(4, 0, 2, 1, 0, 1)",29942.977325884087
5,"(3, 0, 0, 1, 0, 1)",29950.648204908626
6,"(4, 0, 0, 1, 0, 1)",29950.925596458543
7,"(2, 0, 1, 1, 0, 1)",29957.214406546067
8,"(2, 0, 0, 1, 0, 1)",29969.709147834135
9,"(2, 0, 2, 1, 0, 0)",30787.87130681675
10,"(3, 0, 2, 1, 0, 0)",30793.470164216385
11,"(4, 0, 1, 1, 0, 0)",30795.545148508994
12,"(2, 0, 2, 0, 0, 1)",30887.935299592504
13,"(4, 0, 1, 0, 0, 1)",30897.878444860704
14,"(3, 0, 1, 1, 0, 0)",31089.938956766964
15,"(4, 0, 2, 1, 0, 0)",31093.931049538347
16,"(4, 0, 0, 1, 0, 0)",31100.217905118323
17,"(3, 0, 0, 1, 0, 0)",31117.406019843736
18,"(3, 0, 1, 0, 0, 1)",31205.300839156054
19,"(3, 0, 2, 0, 0, 1)",31207.120836226117
20,"(4, 0, 0, 0, 0, 1)",31207.986421415764
21,"(4, 0, 2, 0, 0, 1)",31208.888502014437
22,"(2, 0, 1, 1, 0, 0)",31217.956966907997
23,"(3, 0, 0, 0, 0, 1)",31222.210747190296
24,"(2, 0, 0, 1, 0, 0)",31253.3520797742
25,"(2, 0, 1, 0, 0, 1)",31324.763311132796
26,"(2, 0, 0, 0, 0, 1)",31364.113127806486
27,"(4, 0, 0, 0, 0, 0)",31518.124270672713
28,"(4, 0, 1, 0, 0, 0)",31519.5202690779
29,"(3, 0, 1, 0, 0, 0)",31519.74026560893
30,"(3, 0, 2, 0, 0, 0)",31520.10046328422
31,"(4, 0, 2, 0, 0, 0)",31521.399067687926
32,"(3, 0, 0, 0, 0, 0)",31526.843131870628
33,"(2, 0, 2, 0, 0, 0)",31531.813099905594
34,"(2, 0, 1, 0, 0, 0)",31615.529031225982
35,"(2, 0, 0, 0, 0, 0)",31659.34229523561
