,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24646.787291769164
1,"(3, 0, 2, 1, 0, 1)",24647.963520640627
2,"(3, 0, 0, 1, 0, 1)",24650.560610551307
3,"(3, 0, 1, 1, 0, 1)",24652.553508855453
4,"(4, 0, 0, 1, 0, 1)",24652.59900737796
5,"(2, 0, 1, 1, 0, 1)",24653.285977922646
6,"(4, 0, 1, 1, 0, 1)",24654.382460861103
7,"(4, 0, 2, 1, 0, 1)",24667.720211934073
8,"(2, 0, 0, 1, 0, 1)",24685.229340555794
9,"(2, 0, 2, 1, 0, 0)",25250.75851375171
10,"(3, 0, 2, 1, 0, 0)",25260.650165949595
11,"(3, 0, 1, 1, 0, 0)",25280.131941713116
12,"(4, 0, 2, 1, 0, 0)",25282.47891745188
13,"(2, 0, 2, 0, 0, 1)",25323.869406795846
14,"(3, 0, 2, 0, 0, 1)",25327.257432669143
15,"(4, 0, 2, 0, 0, 1)",25353.973831703748
16,"(3, 0, 0, 1, 0, 0)",25546.865095981168
17,"(4, 0, 0, 1, 0, 0)",25547.657280112435
18,"(4, 0, 1, 1, 0, 0)",25550.70393845298
19,"(2, 0, 1, 1, 0, 0)",25566.671202656522
20,"(2, 0, 2, 0, 0, 0)",25570.56907829572
21,"(3, 0, 2, 0, 0, 0)",25571.682834108495
22,"(4, 0, 2, 0, 0, 0)",25626.151326140192
23,"(2, 0, 0, 1, 0, 0)",25629.198282492238
24,"(3, 0, 0, 0, 0, 1)",25635.728361151476
25,"(3, 0, 1, 0, 0, 1)",25636.791749422508
26,"(4, 0, 0, 0, 0, 1)",25637.36283832306
27,"(4, 0, 1, 0, 0, 1)",25639.721668304865
28,"(2, 0, 1, 0, 0, 1)",25653.195449516425
29,"(2, 0, 0, 0, 0, 1)",25720.202912581266
30,"(3, 0, 0, 0, 0, 0)",25905.91406797865
31,"(3, 0, 1, 0, 0, 0)",25907.59327732459
32,"(4, 0, 0, 0, 0, 0)",25907.74308566082
33,"(4, 0, 1, 0, 0, 0)",25908.447266234954
34,"(2, 0, 1, 0, 0, 0)",25917.400049352957
35,"(2, 0, 0, 0, 0, 0)",25997.073771002815
