,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",28294.41919723063
1,"(3, 0, 2, 1, 0, 1)",28296.3563216851
2,"(2, 0, 1, 1, 0, 1)",28298.05506620978
3,"(3, 0, 0, 1, 0, 1)",28298.854938470395
4,"(4, 0, 0, 1, 0, 1)",28299.871382126617
5,"(3, 0, 1, 1, 0, 1)",28299.963214665604
6,"(4, 0, 1, 1, 0, 1)",28301.898653187465
7,"(4, 0, 2, 1, 0, 1)",28303.765247748845
8,"(2, 0, 0, 1, 0, 1)",28310.793692157225
9,"(2, 0, 2, 1, 0, 0)",28840.503670234022
10,"(3, 0, 1, 1, 0, 0)",28857.10249081172
11,"(4, 0, 2, 1, 0, 0)",28859.585312585805
12,"(4, 0, 1, 1, 0, 0)",28862.11394056517
13,"(2, 0, 2, 0, 0, 1)",28889.484606464488
14,"(4, 0, 1, 0, 0, 1)",28900.10156291233
15,"(3, 0, 2, 0, 0, 1)",28903.88971921698
16,"(3, 0, 2, 1, 0, 0)",28906.997112634377
17,"(3, 0, 1, 0, 0, 1)",28907.132473707563
18,"(4, 0, 2, 0, 0, 1)",28911.023920422966
19,"(2, 0, 2, 0, 0, 0)",29057.063180936857
20,"(4, 0, 1, 0, 0, 0)",29074.188575739954
21,"(3, 0, 1, 0, 0, 0)",29080.396613628025
22,"(4, 0, 2, 0, 0, 0)",29084.921919047356
23,"(3, 0, 2, 0, 0, 0)",29087.731938549154
24,"(4, 0, 0, 1, 0, 0)",29218.006442562586
25,"(3, 0, 0, 1, 0, 0)",29222.26430330604
26,"(2, 0, 1, 1, 0, 0)",29258.05702182952
27,"(4, 0, 0, 0, 0, 1)",29284.087379274504
28,"(3, 0, 0, 0, 0, 1)",29288.011266678328
29,"(2, 0, 0, 1, 0, 0)",29306.305355821467
30,"(2, 0, 1, 0, 0, 1)",29328.305558677755
31,"(2, 0, 0, 0, 0, 1)",29382.921813338675
32,"(4, 0, 0, 0, 0, 0)",29474.750934282547
33,"(3, 0, 0, 0, 0, 0)",29477.3597434033
34,"(2, 0, 1, 0, 0, 0)",29525.09941427175
35,"(2, 0, 0, 0, 0, 0)",29594.75540408664
