,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",29688.180786907556
1,"(4, 0, 0, 1, 0, 1)",29688.69204255981
2,"(4, 0, 2, 1, 0, 1)",29689.86042464791
3,"(3, 0, 2, 1, 0, 1)",29691.614207320818
4,"(3, 0, 1, 1, 0, 1)",29699.98508354396
5,"(2, 0, 2, 1, 0, 1)",29703.72472500185
6,"(3, 0, 0, 1, 0, 1)",29706.239831969815
7,"(2, 0, 0, 1, 0, 1)",29717.097767240142
8,"(2, 0, 1, 1, 0, 1)",29722.187346858795
9,"(2, 0, 1, 1, 0, 0)",30282.473509247928
10,"(2, 0, 1, 0, 0, 1)",30336.267374518586
11,"(2, 0, 1, 0, 0, 0)",30513.893873191202
12,"(3, 0, 1, 1, 0, 0)",30630.79509381013
13,"(3, 0, 0, 1, 0, 0)",30630.92410591643
14,"(2, 0, 2, 1, 0, 0)",30631.15967827113
15,"(4, 0, 0, 1, 0, 0)",30631.32193652833
16,"(4, 0, 2, 1, 0, 0)",30631.674616368233
17,"(3, 0, 2, 1, 0, 0)",30632.79905050302
18,"(4, 0, 1, 1, 0, 0)",30632.856191386694
19,"(2, 0, 0, 1, 0, 0)",30671.860596786526
20,"(4, 0, 2, 0, 0, 1)",30694.915995035873
21,"(3, 0, 1, 0, 0, 1)",30695.845518213275
22,"(4, 0, 0, 0, 0, 1)",30696.195806003037
23,"(3, 0, 0, 0, 0, 1)",30696.451894633235
24,"(2, 0, 2, 0, 0, 1)",30697.03994611549
25,"(3, 0, 2, 0, 0, 1)",30697.311248830185
26,"(4, 0, 1, 0, 0, 1)",30697.788989542736
27,"(2, 0, 0, 0, 0, 1)",30730.323398663193
28,"(4, 0, 2, 0, 0, 0)",30883.83794894774
29,"(3, 0, 2, 0, 0, 0)",30886.249702040455
30,"(4, 0, 0, 0, 0, 0)",30887.836076983902
31,"(3, 0, 1, 0, 0, 0)",30888.38149676664
32,"(4, 0, 1, 0, 0, 0)",30889.575529255424
33,"(3, 0, 0, 0, 0, 0)",30890.05167761971
34,"(2, 0, 2, 0, 0, 0)",30890.367029940873
35,"(2, 0, 0, 0, 0, 0)",30911.411136424173
