,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",23291.167706113392
1,"(4, 0, 0, 1, 0, 1)",23292.05993442699
2,"(4, 0, 1, 1, 0, 1)",23295.126282731686
3,"(3, 0, 2, 1, 0, 1)",23309.502050972136
4,"(2, 0, 1, 1, 0, 1)",23311.039967075634
5,"(2, 0, 2, 1, 0, 1)",23318.29934226808
6,"(3, 0, 1, 1, 0, 1)",23321.87206092588
7,"(2, 0, 0, 1, 0, 1)",23334.55978645041
8,"(4, 0, 2, 1, 0, 1)",23343.51496859777
9,"(4, 0, 0, 1, 0, 0)",24341.879369525588
10,"(3, 0, 1, 1, 0, 0)",24341.930154814443
11,"(3, 0, 0, 1, 0, 0)",24342.888904770123
12,"(3, 0, 2, 1, 0, 0)",24343.893841180292
13,"(4, 0, 1, 1, 0, 0)",24344.011230439508
14,"(2, 0, 2, 1, 0, 0)",24344.617216966526
15,"(4, 0, 2, 1, 0, 0)",24345.742855739853
16,"(3, 0, 0, 0, 0, 1)",24381.59340315797
17,"(4, 0, 0, 0, 0, 1)",24381.630751729273
18,"(3, 0, 1, 0, 0, 1)",24381.817425644418
19,"(3, 0, 2, 0, 0, 1)",24383.39046004047
20,"(4, 0, 1, 0, 0, 1)",24383.405922567355
21,"(4, 0, 2, 0, 0, 1)",24385.433211487718
22,"(2, 0, 2, 0, 0, 1)",24386.47361761636
23,"(2, 0, 1, 1, 0, 0)",24422.082778315616
24,"(2, 0, 1, 0, 0, 1)",24455.146247571676
25,"(2, 0, 0, 1, 0, 0)",24460.922401784934
26,"(2, 0, 0, 0, 0, 1)",24496.045632882295
27,"(3, 0, 0, 0, 0, 0)",24498.879321974153
28,"(4, 0, 0, 0, 0, 0)",24500.218339034043
29,"(3, 0, 1, 0, 0, 0)",24500.367652998273
30,"(3, 0, 2, 0, 0, 0)",24500.42405452451
31,"(4, 0, 1, 0, 0, 0)",24501.39650360821
32,"(4, 0, 2, 0, 0, 0)",24503.116337992098
33,"(2, 0, 2, 0, 0, 0)",24507.745076997064
34,"(2, 0, 1, 0, 0, 0)",24559.21680661905
35,"(2, 0, 0, 0, 0, 0)",24604.443688676165
