,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",27354.11713453977
1,"(3, 0, 0, 1, 0, 1)",27354.516231130736
2,"(2, 0, 1, 1, 0, 1)",27357.60552199851
3,"(2, 0, 2, 1, 0, 1)",27358.09355527166
4,"(2, 0, 0, 1, 0, 1)",27358.616632480258
5,"(4, 0, 1, 1, 0, 1)",27359.647746468865
6,"(3, 0, 2, 1, 0, 1)",27361.245651581394
7,"(3, 0, 1, 1, 0, 1)",27363.583110323176
8,"(4, 0, 2, 1, 0, 1)",27366.793282146875
9,"(3, 0, 1, 1, 0, 0)",28236.903631525707
10,"(4, 0, 1, 1, 0, 0)",28238.831405998382
11,"(4, 0, 2, 1, 0, 0)",28239.212940852944
12,"(2, 0, 2, 1, 0, 0)",28250.896768709656
13,"(4, 0, 2, 0, 0, 1)",28310.95040926557
14,"(4, 0, 1, 0, 0, 1)",28314.11086745092
15,"(3, 0, 1, 0, 0, 1)",28316.679118324355
16,"(2, 0, 2, 0, 0, 1)",28330.240510596854
17,"(3, 0, 2, 0, 0, 1)",28338.62368434038
18,"(3, 0, 2, 1, 0, 0)",28398.06935032499
19,"(4, 0, 2, 0, 0, 0)",28513.01454380017
20,"(4, 0, 1, 0, 0, 0)",28514.824249095615
21,"(3, 0, 1, 0, 0, 0)",28524.592431198806
22,"(2, 0, 2, 0, 0, 0)",28549.42607905515
23,"(4, 0, 0, 1, 0, 0)",28733.46581914322
24,"(3, 0, 0, 1, 0, 0)",28762.12893390863
25,"(2, 0, 1, 1, 0, 0)",28801.4236810545
26,"(2, 0, 0, 1, 0, 0)",28811.97533778588
27,"(4, 0, 0, 0, 0, 1)",28855.596139158144
28,"(3, 0, 0, 0, 0, 1)",28885.92620736809
29,"(2, 0, 1, 0, 0, 1)",28918.591302482084
30,"(2, 0, 0, 0, 0, 1)",28929.907396010818
31,"(3, 0, 2, 0, 0, 0)",28957.73165455745
32,"(4, 0, 0, 0, 0, 0)",29115.117540163777
33,"(3, 0, 0, 0, 0, 0)",29144.76189913885
34,"(2, 0, 1, 0, 0, 0)",29167.09832961737
35,"(2, 0, 0, 0, 0, 0)",29178.659744315348
