,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",19403.16277204393
1,"(2, 0, 1, 1, 0, 1)",19404.00614620587
2,"(2, 0, 2, 1, 0, 1)",19404.033363339036
3,"(3, 0, 2, 1, 0, 1)",19405.664582895057
4,"(3, 0, 1, 1, 0, 1)",19405.895013442663
5,"(4, 0, 0, 1, 0, 1)",19406.041842331586
6,"(4, 0, 2, 1, 0, 1)",19406.476226124072
7,"(4, 0, 1, 1, 0, 1)",19407.193625401454
8,"(2, 0, 0, 1, 0, 1)",19428.605667003365
9,"(3, 0, 1, 1, 0, 0)",19605.12936110729
10,"(4, 0, 2, 0, 0, 1)",19610.88693662726
11,"(3, 0, 1, 0, 0, 1)",19612.72468588674
12,"(4, 0, 2, 1, 0, 0)",19616.483494819262
13,"(2, 0, 2, 0, 0, 1)",19623.347169113513
14,"(3, 0, 1, 0, 0, 0)",19643.823198762504
15,"(4, 0, 2, 0, 0, 0)",19649.999954372317
16,"(2, 0, 2, 0, 0, 0)",19684.82539302952
17,"(2, 0, 2, 1, 0, 0)",19688.0136651224
18,"(3, 0, 0, 1, 0, 0)",19745.13130192787
19,"(4, 0, 0, 1, 0, 0)",19745.605495900458
20,"(4, 0, 1, 1, 0, 0)",19749.13125569732
21,"(3, 0, 0, 0, 0, 1)",19751.111984422558
22,"(4, 0, 0, 0, 0, 1)",19751.58591307264
23,"(2, 0, 1, 1, 0, 0)",19751.875553966816
24,"(4, 0, 1, 0, 0, 1)",19755.110138527285
25,"(3, 0, 2, 1, 0, 0)",19755.44449691804
26,"(2, 0, 1, 0, 0, 1)",19757.8356011013
27,"(3, 0, 2, 0, 0, 1)",19761.349430096423
28,"(2, 0, 0, 1, 0, 0)",19783.30941548672
29,"(2, 0, 0, 0, 0, 1)",19789.421647453
30,"(3, 0, 0, 0, 0, 0)",19790.27392820999
31,"(4, 0, 0, 0, 0, 0)",19791.185299418896
32,"(4, 0, 1, 0, 0, 0)",19794.092570706
33,"(2, 0, 1, 0, 0, 0)",19795.88076670845
34,"(3, 0, 2, 0, 0, 0)",19799.228086213734
35,"(2, 0, 0, 0, 0, 0)",19828.506561506932
