,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",28035.074790569663
1,"(3, 0, 2, 1, 0, 1)",28043.799402225082
2,"(4, 0, 1, 1, 0, 1)",28046.507426276807
3,"(4, 0, 2, 1, 0, 1)",28048.179178938473
4,"(3, 0, 1, 1, 0, 1)",28054.624394649025
5,"(4, 0, 0, 1, 0, 1)",28067.555616226353
6,"(3, 0, 0, 1, 0, 1)",28068.705090450443
7,"(2, 0, 1, 1, 0, 1)",28075.68842506466
8,"(2, 0, 0, 1, 0, 1)",28092.005523592943
9,"(4, 0, 1, 1, 0, 0)",28339.62737241189
10,"(2, 0, 2, 1, 0, 0)",28342.540048900395
11,"(3, 0, 1, 1, 0, 0)",28354.643014630572
12,"(4, 0, 1, 0, 0, 1)",28356.21279213613
13,"(4, 0, 2, 1, 0, 0)",28358.453617408053
14,"(2, 0, 2, 0, 0, 1)",28361.120245027258
15,"(3, 0, 1, 0, 0, 1)",28373.6227602023
16,"(4, 0, 2, 0, 0, 1)",28377.75972192538
17,"(3, 0, 2, 1, 0, 0)",28443.346876161744
18,"(3, 0, 2, 0, 0, 1)",28455.019922315263
19,"(4, 0, 1, 0, 0, 0)",28457.272762577406
20,"(2, 0, 2, 0, 0, 0)",28461.635039308654
21,"(4, 0, 2, 0, 0, 0)",28473.402369003223
22,"(3, 0, 1, 0, 0, 0)",28473.643491866314
23,"(3, 0, 2, 0, 0, 0)",28550.73601994708
24,"(4, 0, 0, 1, 0, 0)",28816.342997957036
25,"(4, 0, 0, 0, 0, 1)",28838.450343525343
26,"(3, 0, 0, 1, 0, 0)",28882.14131981056
27,"(3, 0, 0, 0, 0, 1)",28902.992751687132
28,"(4, 0, 0, 0, 0, 0)",28944.97594416509
29,"(3, 0, 0, 0, 0, 0)",29004.016436492417
30,"(2, 0, 1, 1, 0, 0)",29042.907175246633
31,"(2, 0, 0, 1, 0, 0)",29064.779864061336
32,"(2, 0, 1, 0, 0, 1)",29065.16192650523
33,"(2, 0, 0, 0, 0, 1)",29086.64449402482
34,"(2, 0, 1, 0, 0, 0)",29163.720062536497
35,"(2, 0, 0, 0, 0, 0)",29184.2823666012
