,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",21138.075765827358
1,"(3, 0, 0, 1, 0, 1)",21138.48915844673
2,"(2, 0, 1, 1, 0, 1)",21139.40382498923
3,"(2, 0, 2, 1, 0, 1)",21139.67297904033
4,"(3, 0, 1, 1, 0, 1)",21139.787084977
5,"(4, 0, 1, 1, 0, 1)",21140.41371489966
6,"(3, 0, 2, 1, 0, 1)",21140.958336438776
7,"(4, 0, 2, 1, 0, 1)",21142.19565857758
8,"(2, 0, 0, 1, 0, 1)",21177.524193598267
9,"(2, 0, 2, 1, 0, 0)",21803.93178443947
10,"(2, 0, 2, 0, 0, 1)",21853.763281976433
11,"(2, 0, 1, 1, 0, 0)",21981.89127241045
12,"(4, 0, 0, 1, 0, 0)",21982.41528542291
13,"(3, 0, 1, 1, 0, 0)",21983.74092436583
14,"(4, 0, 1, 1, 0, 0)",21983.854991042186
15,"(4, 0, 2, 1, 0, 0)",21983.8969319105
16,"(3, 0, 0, 1, 0, 0)",21984.49397495889
17,"(3, 0, 2, 1, 0, 0)",21985.50352324657
18,"(2, 0, 0, 1, 0, 0)",22011.79854602246
19,"(2, 0, 2, 0, 0, 0)",22024.96842399333
20,"(4, 0, 0, 0, 0, 1)",22035.820350777976
21,"(2, 0, 1, 0, 0, 1)",22036.08507301501
22,"(4, 0, 1, 0, 0, 1)",22036.94904375182
23,"(4, 0, 2, 0, 0, 1)",22037.768184458382
24,"(3, 0, 1, 0, 0, 1)",22038.083648425465
25,"(3, 0, 0, 0, 0, 1)",22039.770389901376
26,"(3, 0, 2, 0, 0, 1)",22040.018371779097
27,"(2, 0, 0, 0, 0, 1)",22063.52843521197
28,"(4, 0, 2, 0, 0, 0)",22196.56116589973
29,"(4, 0, 0, 0, 0, 0)",22197.623159837443
30,"(4, 0, 1, 0, 0, 0)",22197.927139893323
31,"(2, 0, 1, 0, 0, 0)",22201.73443269853
32,"(3, 0, 1, 0, 0, 0)",22203.153092653192
33,"(3, 0, 2, 0, 0, 0)",22205.68483990037
34,"(3, 0, 0, 0, 0, 0)",22206.827657247264
35,"(2, 0, 0, 0, 0, 0)",22224.71846980279
