,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",26676.13910260029
1,"(2, 0, 2, 1, 0, 1)",26682.204694902608
2,"(3, 0, 1, 1, 0, 1)",26699.107309020652
3,"(3, 0, 0, 1, 0, 1)",26701.33189642198
4,"(2, 0, 0, 1, 0, 1)",26702.229035209228
5,"(4, 0, 0, 1, 0, 1)",26703.3221179993
6,"(2, 0, 1, 1, 0, 1)",26703.77707365207
7,"(4, 0, 1, 1, 0, 1)",26707.66528042281
8,"(3, 0, 2, 1, 0, 1)",26709.83738665802
9,"(4, 0, 2, 1, 0, 0)",27146.57544323753
10,"(3, 0, 1, 1, 0, 0)",27148.36528258428
11,"(2, 0, 2, 1, 0, 0)",27149.31360979478
12,"(4, 0, 1, 1, 0, 0)",27150.725015120533
13,"(4, 0, 2, 0, 0, 1)",27169.547185715735
14,"(3, 0, 1, 0, 0, 1)",27172.848817981416
15,"(4, 0, 1, 0, 0, 1)",27174.329979554623
16,"(2, 0, 2, 0, 0, 1)",27180.3103714668
17,"(3, 0, 2, 1, 0, 0)",27208.20817917444
18,"(2, 0, 1, 1, 0, 0)",27214.848760689154
19,"(3, 0, 2, 0, 0, 1)",27235.223970026793
20,"(2, 0, 1, 0, 0, 1)",27237.706923529673
21,"(4, 0, 2, 0, 0, 0)",27282.767165719044
22,"(3, 0, 1, 0, 0, 0)",27290.54004449354
23,"(4, 0, 1, 0, 0, 0)",27291.87702510756
24,"(2, 0, 2, 0, 0, 0)",27296.01375314904
25,"(3, 0, 2, 0, 0, 0)",27364.853202284576
26,"(2, 0, 1, 0, 0, 0)",27369.17722094597
27,"(4, 0, 0, 1, 0, 0)",27791.38801520366
28,"(4, 0, 0, 0, 0, 1)",27824.660601166004
29,"(3, 0, 0, 1, 0, 0)",27946.31175768262
30,"(4, 0, 0, 0, 0, 0)",27947.369573834345
31,"(3, 0, 0, 0, 0, 1)",27995.389961953853
32,"(2, 0, 0, 1, 0, 0)",28124.47774918516
33,"(3, 0, 0, 0, 0, 0)",28153.341367493715
34,"(2, 0, 0, 0, 0, 1)",28191.040090547514
35,"(2, 0, 0, 0, 0, 0)",28377.614594834293
