,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",22906.764404214602
1,"(2, 0, 2, 1, 0, 1)",22908.195626296587
2,"(3, 0, 0, 1, 0, 1)",22911.579340634977
3,"(4, 0, 0, 1, 0, 1)",22913.383625834027
4,"(2, 0, 1, 1, 0, 1)",22913.462733981385
5,"(4, 0, 1, 1, 0, 1)",22915.458441590188
6,"(3, 0, 1, 1, 0, 1)",22922.61590242803
7,"(4, 0, 2, 1, 0, 1)",22928.283079168144
8,"(2, 0, 0, 1, 0, 1)",22932.365441535745
9,"(2, 0, 2, 1, 0, 0)",23443.336625198863
10,"(3, 0, 2, 1, 0, 0)",23451.09364412847
11,"(4, 0, 2, 1, 0, 0)",23456.245960174852
12,"(3, 0, 1, 1, 0, 0)",23465.24807396392
13,"(2, 0, 2, 0, 0, 1)",23467.9584798749
14,"(3, 0, 2, 0, 0, 1)",23478.86987649303
15,"(4, 0, 2, 0, 0, 1)",23481.71375275995
16,"(2, 0, 2, 0, 0, 0)",23585.562095157573
17,"(3, 0, 2, 0, 0, 0)",23588.392368355253
18,"(3, 0, 0, 1, 0, 0)",23798.942575818593
19,"(4, 0, 0, 1, 0, 0)",23800.12111284329
20,"(4, 0, 1, 1, 0, 0)",23802.82463182052
21,"(2, 0, 1, 1, 0, 0)",23819.916183339814
22,"(3, 0, 0, 0, 0, 1)",23830.96205918221
23,"(3, 0, 1, 0, 0, 1)",23831.97981803783
24,"(4, 0, 0, 0, 0, 1)",23832.59027190204
25,"(4, 0, 1, 0, 0, 1)",23834.944630484897
26,"(2, 0, 1, 0, 0, 1)",23849.20203392142
27,"(2, 0, 0, 1, 0, 0)",23863.37113713468
28,"(2, 0, 0, 0, 0, 1)",23892.69298394878
29,"(3, 0, 0, 0, 0, 0)",23952.920721201157
30,"(3, 0, 1, 0, 0, 0)",23954.90176300524
31,"(4, 0, 0, 0, 0, 0)",23954.908753621545
32,"(4, 0, 1, 0, 0, 0)",23956.816656739407
33,"(4, 0, 2, 0, 0, 0)",23958.881595390772
34,"(2, 0, 1, 0, 0, 0)",23965.068929381152
35,"(2, 0, 0, 0, 0, 0)",24009.0506978397
