,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",30872.964841408142
1,"(2, 0, 2, 1, 0, 1)",30874.652735327258
2,"(4, 0, 1, 1, 0, 1)",30874.843265654035
3,"(3, 0, 1, 1, 0, 1)",30876.264201514496
4,"(3, 0, 2, 1, 0, 1)",30882.142333851047
5,"(3, 0, 0, 1, 0, 1)",30884.59090207146
6,"(4, 0, 2, 1, 0, 1)",30888.53919259852
7,"(2, 0, 1, 1, 0, 1)",30894.09163060118
8,"(2, 0, 0, 1, 0, 1)",30896.10630649157
9,"(2, 0, 2, 1, 0, 0)",31422.626902042895
10,"(3, 0, 1, 1, 0, 0)",31423.73581725913
11,"(4, 0, 1, 1, 0, 0)",31428.62455195352
12,"(4, 0, 2, 1, 0, 0)",31431.329225023583
13,"(3, 0, 2, 1, 0, 0)",31439.395270066307
14,"(4, 0, 1, 0, 0, 1)",31460.893706877836
15,"(2, 0, 2, 0, 0, 1)",31463.27297330755
16,"(3, 0, 1, 0, 0, 1)",31464.630694858603
17,"(4, 0, 2, 0, 0, 1)",31471.636376783972
18,"(3, 0, 2, 0, 0, 1)",31473.94984368936
19,"(2, 0, 1, 0, 0, 1)",31483.188003867548
20,"(4, 0, 1, 0, 0, 0)",31617.60338853247
21,"(2, 0, 2, 0, 0, 0)",31618.55767816765
22,"(3, 0, 1, 0, 0, 0)",31619.51523620692
23,"(3, 0, 2, 0, 0, 0)",31625.091645769786
24,"(4, 0, 2, 0, 0, 0)",31629.76068179392
25,"(2, 0, 1, 0, 0, 0)",31632.008079847485
26,"(4, 0, 0, 1, 0, 0)",31792.399389437716
27,"(3, 0, 0, 1, 0, 0)",31836.712020181334
28,"(4, 0, 0, 0, 0, 1)",31846.14914656996
29,"(3, 0, 0, 0, 0, 1)",31885.94399311052
30,"(2, 0, 0, 1, 0, 0)",31929.028193494218
31,"(2, 0, 1, 1, 0, 0)",31945.380094780354
32,"(2, 0, 0, 0, 0, 1)",31975.088403671376
33,"(4, 0, 0, 0, 0, 0)",32015.777095614067
34,"(3, 0, 0, 0, 0, 0)",32048.012304606964
35,"(2, 0, 0, 0, 0, 0)",32126.356594955407
