,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",27267.153016776134
1,"(4, 0, 2, 1, 0, 1)",27268.679461788302
2,"(3, 0, 2, 1, 0, 1)",27270.061783818794
3,"(2, 0, 2, 1, 0, 1)",27276.303844074315
4,"(3, 0, 1, 1, 0, 1)",27281.919287743116
5,"(4, 0, 0, 1, 0, 1)",27283.506583873834
6,"(2, 0, 0, 1, 0, 1)",27298.069180734594
7,"(2, 0, 1, 1, 0, 1)",27299.603620926893
8,"(3, 0, 0, 1, 0, 1)",27299.934833763913
9,"(3, 0, 1, 1, 0, 0)",28206.074205811317
10,"(4, 0, 0, 1, 0, 0)",28206.193603408425
11,"(2, 0, 1, 1, 0, 0)",28206.220149956
12,"(2, 0, 2, 1, 0, 0)",28206.970595674127
13,"(3, 0, 0, 1, 0, 0)",28207.19298078301
14,"(3, 0, 2, 1, 0, 0)",28207.252913146225
15,"(4, 0, 1, 1, 0, 0)",28207.47973135295
16,"(2, 0, 0, 1, 0, 0)",28208.083922175996
17,"(4, 0, 2, 1, 0, 0)",28208.905045297655
18,"(3, 0, 1, 0, 0, 1)",28377.434423745228
19,"(2, 0, 1, 0, 0, 1)",28377.716265092902
20,"(2, 0, 2, 0, 0, 1)",28377.92691260401
21,"(4, 0, 0, 0, 0, 1)",28377.969921543434
22,"(3, 0, 0, 0, 0, 1)",28378.302100745597
23,"(2, 0, 0, 0, 0, 1)",28378.733406911313
24,"(4, 0, 1, 0, 0, 1)",28378.94867496007
25,"(4, 0, 2, 0, 0, 1)",28379.027806751834
26,"(3, 0, 2, 0, 0, 1)",28379.086453334803
27,"(4, 0, 2, 0, 0, 0)",28807.096221515727
28,"(2, 0, 0, 0, 0, 0)",28810.04653977615
29,"(3, 0, 1, 0, 0, 0)",28810.42655439874
30,"(2, 0, 1, 0, 0, 0)",28810.769534974683
31,"(3, 0, 0, 0, 0, 0)",28810.915240800976
32,"(2, 0, 2, 0, 0, 0)",28810.987150566267
33,"(4, 0, 0, 0, 0, 0)",28811.61533261542
34,"(4, 0, 1, 0, 0, 0)",28812.03916400493
35,"(3, 0, 2, 0, 0, 0)",28812.783536751227
