,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",27240.690478539687
1,"(4, 0, 0, 1, 0, 1)",27260.023578639946
2,"(2, 0, 0, 1, 0, 1)",27260.266615301516
3,"(3, 0, 0, 1, 0, 1)",27261.831751329766
4,"(2, 0, 2, 1, 0, 1)",27263.70553631336
5,"(4, 0, 1, 1, 0, 1)",27268.245432985674
6,"(3, 0, 1, 1, 0, 1)",27270.852988445477
7,"(2, 0, 1, 1, 0, 1)",27273.633464386985
8,"(2, 0, 2, 1, 0, 0)",28600.64293345741
9,"(3, 0, 2, 1, 0, 0)",28607.264576201847
10,"(2, 0, 1, 1, 0, 0)",28615.125486258665
11,"(3, 0, 2, 0, 0, 0)",28615.2363454732
12,"(4, 0, 2, 1, 0, 0)",28688.604995753645
13,"(2, 0, 2, 0, 0, 1)",28776.175343973176
14,"(3, 0, 0, 1, 0, 0)",28968.020241427053
15,"(4, 0, 0, 1, 0, 0)",28969.057805273645
16,"(3, 0, 1, 1, 0, 0)",28969.16351332431
17,"(4, 0, 1, 1, 0, 0)",28971.06697529183
18,"(2, 0, 0, 1, 0, 0)",28976.506145215793
19,"(2, 0, 2, 0, 0, 0)",29107.186933136298
20,"(2, 0, 0, 0, 0, 1)",29136.425196926062
21,"(3, 0, 0, 0, 0, 1)",29137.287890529286
22,"(4, 0, 0, 0, 0, 1)",29138.333633570895
23,"(2, 0, 1, 0, 0, 1)",29138.670489382035
24,"(3, 0, 1, 0, 0, 1)",29138.896433184273
25,"(4, 0, 1, 0, 0, 1)",29140.497643981293
26,"(4, 0, 2, 0, 0, 1)",29142.34201265279
27,"(4, 0, 0, 0, 0, 0)",29438.47827916097
28,"(2, 0, 1, 0, 0, 0)",29440.273193556714
29,"(4, 0, 2, 0, 0, 0)",29440.535530288904
30,"(4, 0, 1, 0, 0, 0)",29442.306942741314
31,"(2, 0, 0, 0, 0, 0)",29442.889066757692
32,"(3, 0, 1, 0, 0, 0)",29443.53397206343
33,"(3, 0, 0, 0, 0, 0)",29444.36596522504
