,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",28682.707540132404
1,"(3, 0, 0, 1, 0, 1)",28699.295761819794
2,"(4, 0, 0, 1, 0, 1)",28700.597494086305
3,"(3, 0, 1, 1, 0, 1)",28701.057086233486
4,"(2, 0, 1, 1, 0, 1)",28701.942176740908
5,"(2, 0, 0, 1, 0, 1)",28706.71159241381
6,"(2, 0, 2, 1, 0, 1)",28706.93445942308
7,"(3, 0, 2, 1, 0, 1)",28712.36223224758
8,"(4, 0, 2, 1, 0, 1)",28713.325945330038
9,"(3, 0, 0, 1, 0, 0)",30008.59732335386
10,"(4, 0, 0, 1, 0, 0)",30008.93746337649
11,"(3, 0, 1, 1, 0, 0)",30009.200461260072
12,"(2, 0, 2, 1, 0, 0)",30010.31921264354
13,"(4, 0, 1, 1, 0, 0)",30010.909505530228
14,"(4, 0, 2, 1, 0, 0)",30013.159314133758
15,"(3, 0, 2, 1, 0, 0)",30030.148738664313
16,"(2, 0, 1, 1, 0, 0)",30032.943853110777
17,"(2, 0, 0, 1, 0, 0)",30041.196219877977
18,"(4, 0, 2, 0, 0, 1)",30267.102430811166
19,"(3, 0, 0, 0, 0, 1)",30286.79427959584
20,"(4, 0, 0, 0, 0, 1)",30288.593997516313
21,"(3, 0, 1, 0, 0, 1)",30288.680550545843
22,"(4, 0, 1, 0, 0, 1)",30290.171922961898
23,"(2, 0, 2, 0, 0, 1)",30290.426596090834
24,"(2, 0, 1, 0, 0, 1)",30297.66413766624
25,"(3, 0, 2, 0, 0, 1)",30301.442175554643
26,"(2, 0, 0, 0, 0, 1)",30309.65086552798
27,"(4, 0, 2, 0, 0, 0)",30729.741360219916
28,"(3, 0, 2, 0, 0, 0)",30743.891105316878
29,"(3, 0, 0, 0, 0, 0)",30750.784807774
30,"(4, 0, 0, 0, 0, 0)",30752.74568901209
31,"(3, 0, 1, 0, 0, 0)",30752.769106943982
32,"(4, 0, 1, 0, 0, 0)",30754.074563887974
33,"(2, 0, 2, 0, 0, 0)",30754.546356179162
34,"(2, 0, 1, 0, 0, 0)",30754.86752798739
35,"(2, 0, 0, 0, 0, 0)",30767.815843310764
