,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",26242.097941541033
1,"(3, 0, 0, 1, 0, 1)",26243.140541294757
2,"(4, 0, 0, 1, 0, 1)",26244.05605237019
3,"(3, 0, 2, 1, 0, 1)",26244.928644700893
4,"(4, 0, 1, 1, 0, 1)",26245.510404652658
5,"(2, 0, 1, 1, 0, 1)",26247.30080404534
6,"(3, 0, 1, 1, 0, 1)",26252.895892914476
7,"(4, 0, 2, 1, 0, 1)",26254.040677438523
8,"(2, 0, 0, 1, 0, 1)",26257.625162885324
9,"(4, 0, 1, 1, 0, 0)",26641.247881565443
10,"(3, 0, 2, 1, 0, 0)",26644.340413764883
11,"(2, 0, 2, 1, 0, 0)",26645.273952960804
12,"(4, 0, 1, 0, 0, 1)",26662.505529430808
13,"(3, 0, 1, 1, 0, 0)",26663.537155083886
14,"(2, 0, 2, 0, 0, 1)",26667.423794594815
15,"(4, 0, 2, 1, 0, 0)",26667.674778016073
16,"(3, 0, 2, 0, 0, 1)",26670.6236308576
17,"(3, 0, 1, 0, 0, 1)",26685.958944295216
18,"(4, 0, 2, 0, 0, 1)",26690.55852796706
19,"(4, 0, 1, 0, 0, 0)",26805.617913494094
20,"(3, 0, 2, 0, 0, 0)",26810.626968037952
21,"(2, 0, 2, 0, 0, 0)",26810.92378074913
22,"(3, 0, 1, 0, 0, 0)",26832.367299925958
23,"(4, 0, 2, 0, 0, 0)",26836.634183700724
24,"(4, 0, 0, 1, 0, 0)",27029.359322583576
25,"(4, 0, 0, 0, 0, 1)",27060.600514867125
26,"(3, 0, 0, 1, 0, 0)",27071.468135245334
27,"(3, 0, 0, 0, 0, 1)",27104.507746345058
28,"(2, 0, 1, 1, 0, 0)",27171.864279032954
29,"(2, 0, 1, 0, 0, 1)",27213.52582434587
30,"(2, 0, 0, 1, 0, 0)",27214.71343995976
31,"(4, 0, 0, 0, 0, 0)",27222.756201568413
32,"(2, 0, 0, 0, 0, 1)",27258.266303215485
33,"(3, 0, 0, 0, 0, 0)",27269.804654722026
34,"(2, 0, 1, 0, 0, 0)",27395.59757481939
35,"(2, 0, 0, 0, 0, 0)",27444.651839589675
