,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",20974.28531341022
1,"(4, 0, 0, 1, 0, 1)",20974.546191339574
2,"(2, 0, 1, 1, 0, 1)",20976.62957613625
3,"(2, 0, 2, 1, 0, 1)",20977.438357898904
4,"(3, 0, 0, 1, 0, 1)",20978.20435390526
5,"(2, 0, 0, 1, 0, 1)",20979.829344964197
6,"(3, 0, 2, 1, 0, 1)",20983.08677488695
7,"(3, 0, 1, 1, 0, 1)",20984.22480549843
8,"(4, 0, 2, 1, 0, 1)",20987.505343066485
9,"(4, 0, 0, 1, 0, 0)",21879.41664707991
10,"(3, 0, 2, 1, 0, 0)",21880.416154903694
11,"(3, 0, 1, 1, 0, 0)",21880.57205993244
12,"(4, 0, 1, 1, 0, 0)",21880.99629843665
13,"(4, 0, 2, 1, 0, 0)",21882.39407944723
14,"(2, 0, 0, 1, 0, 0)",21883.68593311262
15,"(2, 0, 1, 1, 0, 0)",21883.694764565997
16,"(2, 0, 2, 1, 0, 0)",21884.09215282923
17,"(3, 0, 0, 1, 0, 0)",21884.527312950577
18,"(4, 0, 0, 0, 0, 1)",21937.62509134636
19,"(3, 0, 2, 0, 0, 1)",21938.874161648717
20,"(4, 0, 1, 0, 0, 1)",21939.077930707786
21,"(4, 0, 2, 0, 0, 1)",21940.548084472073
22,"(3, 0, 1, 0, 0, 1)",21943.489385044162
23,"(2, 0, 2, 0, 0, 1)",21944.80663134554
24,"(2, 0, 0, 0, 0, 1)",21945.159632696214
25,"(2, 0, 1, 0, 0, 1)",21947.13635194649
26,"(3, 0, 0, 0, 0, 1)",21947.14766236786
27,"(4, 0, 0, 0, 0, 0)",22103.86337263584
28,"(4, 0, 1, 0, 0, 0)",22104.239040313783
29,"(4, 0, 2, 0, 0, 0)",22105.621775726242
30,"(3, 0, 2, 0, 0, 0)",22105.74304232575
31,"(2, 0, 2, 0, 0, 0)",22117.04609914889
32,"(2, 0, 1, 0, 0, 0)",22122.224578016525
33,"(3, 0, 1, 0, 0, 0)",22123.39089423028
34,"(2, 0, 0, 0, 0, 0)",22124.130698458124
35,"(3, 0, 0, 0, 0, 0)",22124.261903010494
