,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",25511.077248270572
1,"(3, 0, 2, 1, 0, 1)",25516.641419455435
2,"(3, 0, 1, 1, 0, 1)",25518.104428486324
3,"(2, 0, 2, 1, 0, 1)",25519.41195881492
4,"(4, 0, 1, 1, 0, 1)",25519.65787095276
5,"(4, 0, 0, 1, 0, 1)",25520.064810657117
6,"(2, 0, 1, 1, 0, 1)",25520.32619990049
7,"(3, 0, 0, 1, 0, 1)",25521.337048889272
8,"(2, 0, 0, 1, 0, 1)",25523.970103899326
9,"(3, 0, 2, 1, 0, 0)",25852.238690220158
10,"(2, 0, 2, 1, 0, 0)",25858.803911786857
11,"(4, 0, 2, 1, 0, 0)",25868.36990361277
12,"(3, 0, 1, 1, 0, 0)",25872.96251202419
13,"(4, 0, 1, 1, 0, 0)",25875.94856271757
14,"(3, 0, 2, 0, 0, 1)",25877.545085799375
15,"(3, 0, 1, 0, 0, 1)",25881.118973232737
16,"(2, 0, 2, 0, 0, 1)",25883.470736535266
17,"(4, 0, 2, 0, 0, 1)",25883.951743134407
18,"(4, 0, 1, 0, 0, 1)",25884.949816407167
19,"(3, 0, 2, 0, 0, 0)",26006.530004698947
20,"(4, 0, 2, 0, 0, 0)",26017.812634323796
21,"(2, 0, 2, 0, 0, 0)",26018.041914962494
22,"(3, 0, 0, 1, 0, 0)",26102.67158176181
23,"(4, 0, 0, 1, 0, 0)",26103.01542504577
24,"(2, 0, 1, 1, 0, 0)",26108.014773314164
25,"(3, 0, 0, 0, 0, 1)",26136.191255069185
26,"(4, 0, 0, 0, 0, 1)",26136.50557859264
27,"(2, 0, 0, 1, 0, 0)",26136.526928728177
28,"(2, 0, 1, 0, 0, 1)",26142.237195099777
29,"(2, 0, 0, 0, 0, 1)",26174.51391809056
30,"(3, 0, 0, 0, 0, 0)",26283.152221841206
31,"(3, 0, 1, 0, 0, 0)",26283.985404678137
32,"(4, 0, 0, 0, 0, 0)",26284.445603038468
33,"(4, 0, 1, 0, 0, 0)",26284.573219137194
34,"(2, 0, 1, 0, 0, 0)",26288.58176467657
35,"(2, 0, 0, 0, 0, 0)",26330.16222777504
