,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",26185.510150540737
1,"(2, 0, 1, 1, 0, 1)",26188.728694449674
2,"(2, 0, 2, 1, 0, 1)",26189.34863433547
3,"(4, 0, 0, 1, 0, 1)",26189.357631200255
4,"(3, 0, 1, 1, 0, 1)",26190.674587923895
5,"(3, 0, 0, 1, 0, 1)",26191.571277979845
6,"(3, 0, 2, 1, 0, 1)",26192.627825717405
7,"(4, 0, 2, 1, 0, 1)",26194.436761697485
8,"(2, 0, 0, 1, 0, 1)",26216.57248173644
9,"(2, 0, 2, 1, 0, 0)",26699.340278479456
10,"(3, 0, 2, 1, 0, 0)",26702.44597475008
11,"(4, 0, 1, 1, 0, 0)",26747.221806194644
12,"(3, 0, 1, 1, 0, 0)",26755.00377990317
13,"(2, 0, 2, 0, 0, 1)",26894.84450624314
14,"(3, 0, 2, 0, 0, 1)",26898.274670040406
15,"(4, 0, 1, 0, 0, 1)",26921.34328016245
16,"(3, 0, 1, 0, 0, 1)",26961.213077542867
17,"(4, 0, 2, 0, 0, 1)",26965.085551187465
18,"(4, 0, 0, 1, 0, 0)",27017.37719043206
19,"(3, 0, 0, 1, 0, 0)",27018.94287837785
20,"(2, 0, 1, 1, 0, 0)",27063.89918443831
21,"(2, 0, 0, 1, 0, 0)",27153.87807338813
22,"(4, 0, 0, 0, 0, 1)",27265.120251729022
23,"(3, 0, 0, 0, 0, 1)",27265.923821776945
24,"(2, 0, 1, 0, 0, 1)",27332.444037166853
25,"(2, 0, 2, 0, 0, 0)",27425.272561819205
26,"(3, 0, 2, 0, 0, 0)",27427.440933720423
27,"(2, 0, 0, 0, 0, 1)",27455.344902228902
28,"(4, 0, 2, 0, 0, 0)",27510.87806385399
29,"(3, 0, 0, 0, 0, 0)",27832.502476271824
30,"(3, 0, 1, 0, 0, 0)",27834.074846681422
31,"(4, 0, 0, 0, 0, 0)",27834.253080887556
32,"(4, 0, 1, 0, 0, 0)",27836.502413254068
33,"(2, 0, 1, 0, 0, 0)",27917.492735148855
34,"(2, 0, 0, 0, 0, 0)",28084.359470621832
