,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",29821.17999416898
1,"(3, 0, 1, 1, 0, 1)",29823.40956374566
2,"(2, 0, 2, 1, 0, 1)",29823.498707639566
3,"(4, 0, 0, 1, 0, 1)",29827.202792115542
4,"(3, 0, 0, 1, 0, 1)",29828.28421218334
5,"(4, 0, 2, 1, 0, 1)",29828.881616432693
6,"(2, 0, 1, 1, 0, 1)",29831.790118135592
7,"(2, 0, 0, 1, 0, 1)",29840.69917836776
8,"(3, 0, 2, 1, 0, 1)",29851.04831484017
9,"(2, 0, 2, 1, 0, 0)",30540.823258840654
10,"(3, 0, 1, 1, 0, 0)",30540.922389504765
11,"(3, 0, 2, 1, 0, 0)",30546.167033102738
12,"(4, 0, 1, 1, 0, 0)",30581.136379417803
13,"(2, 0, 2, 0, 0, 1)",30602.7950338427
14,"(3, 0, 2, 0, 0, 1)",30609.174876741894
15,"(4, 0, 2, 1, 0, 0)",30815.86394428991
16,"(4, 0, 0, 1, 0, 0)",30816.693313729655
17,"(3, 0, 0, 1, 0, 0)",30818.7712350488
18,"(2, 0, 1, 1, 0, 0)",30828.611768122166
19,"(2, 0, 0, 1, 0, 0)",30846.592730224842
20,"(3, 0, 0, 0, 0, 1)",30898.532875160898
21,"(3, 0, 1, 0, 0, 1)",30898.7282167178
22,"(4, 0, 0, 0, 0, 1)",30898.932152720863
23,"(4, 0, 1, 0, 0, 1)",30900.728013507458
24,"(4, 0, 2, 0, 0, 1)",30901.777564303502
25,"(2, 0, 1, 0, 0, 1)",30904.824364097134
26,"(2, 0, 0, 0, 0, 1)",30921.866766237083
27,"(3, 0, 0, 0, 0, 0)",31166.85405415072
28,"(4, 0, 1, 0, 0, 0)",31167.890502801252
29,"(4, 0, 0, 0, 0, 0)",31168.64233203194
30,"(3, 0, 1, 0, 0, 0)",31168.680472696295
31,"(3, 0, 2, 0, 0, 0)",31169.30185683745
32,"(2, 0, 1, 0, 0, 0)",31169.64856368024
33,"(4, 0, 2, 0, 0, 0)",31171.301964708964
34,"(2, 0, 2, 0, 0, 0)",31171.601484724782
35,"(2, 0, 0, 0, 0, 0)",31185.730185021
