,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",32579.287534771658
1,"(2, 0, 1, 1, 0, 1)",32591.820942491166
2,"(3, 0, 2, 1, 0, 1)",32593.094884500435
3,"(2, 0, 2, 1, 0, 1)",32593.741981089723
4,"(3, 0, 0, 1, 0, 1)",32594.398592863345
5,"(4, 0, 0, 1, 0, 1)",32594.934820936905
6,"(4, 0, 1, 1, 0, 1)",32595.766163064258
7,"(3, 0, 1, 1, 0, 1)",32597.299405118312
8,"(2, 0, 0, 1, 0, 1)",32604.524568406665
9,"(3, 0, 1, 1, 0, 0)",32999.26120268438
10,"(4, 0, 2, 1, 0, 0)",33002.25084776188
11,"(2, 0, 2, 1, 0, 0)",33011.60506480505
12,"(4, 0, 1, 1, 0, 0)",33024.00450448737
13,"(2, 0, 2, 0, 0, 1)",33036.85696370747
14,"(3, 0, 1, 0, 0, 1)",33039.02810350014
15,"(4, 0, 2, 0, 0, 1)",33041.19557584242
16,"(4, 0, 1, 0, 0, 1)",33045.66137346126
17,"(3, 0, 2, 0, 0, 1)",33125.47435560411
18,"(3, 0, 2, 1, 0, 0)",33148.46404158333
19,"(3, 0, 1, 0, 0, 0)",33275.2519786733
20,"(4, 0, 2, 0, 0, 0)",33279.1869293025
21,"(2, 0, 2, 0, 0, 0)",33283.02758296026
22,"(4, 0, 0, 1, 0, 0)",33318.092674710795
23,"(3, 0, 0, 1, 0, 0)",33321.188158874254
24,"(2, 0, 1, 1, 0, 0)",33333.1388484164
25,"(2, 0, 0, 1, 0, 0)",33368.6943127178
26,"(4, 0, 0, 0, 0, 1)",33390.988770603515
27,"(3, 0, 0, 0, 0, 1)",33395.51086205326
28,"(2, 0, 1, 0, 0, 1)",33408.67175058708
29,"(3, 0, 2, 0, 0, 0)",33414.12883678422
30,"(2, 0, 0, 0, 0, 1)",33447.76222824422
31,"(4, 0, 0, 0, 0, 0)",33692.911829782955
32,"(3, 0, 0, 0, 0, 0)",33698.902614551684
33,"(4, 0, 1, 0, 0, 0)",33702.886197475345
34,"(2, 0, 1, 0, 0, 0)",33710.202008378896
35,"(2, 0, 0, 0, 0, 0)",33753.10998587458
