,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",29056.7865205783
1,"(4, 0, 2, 1, 0, 1)",29063.15975913873
2,"(3, 0, 2, 1, 0, 1)",29073.10812661307
3,"(3, 0, 1, 1, 0, 1)",29076.40762259688
4,"(4, 0, 1, 1, 0, 1)",29082.66891432587
5,"(3, 0, 0, 1, 0, 1)",29083.937967593178
6,"(2, 0, 1, 1, 0, 1)",29083.979850294058
7,"(4, 0, 0, 1, 0, 1)",29085.91916770196
8,"(2, 0, 0, 1, 0, 1)",29104.519324499437
9,"(3, 0, 1, 1, 0, 0)",29296.36128733322
10,"(4, 0, 2, 1, 0, 0)",29301.995221472163
11,"(2, 0, 2, 1, 0, 0)",29302.93280615275
12,"(3, 0, 1, 0, 0, 1)",29310.76956734147
13,"(2, 0, 2, 0, 0, 1)",29313.526694637017
14,"(4, 0, 1, 1, 0, 0)",29313.677436379072
15,"(4, 0, 2, 0, 0, 1)",29316.610489280658
16,"(4, 0, 1, 0, 0, 1)",29318.128955465145
17,"(4, 0, 2, 0, 0, 0)",29470.00957842011
18,"(3, 0, 1, 0, 0, 0)",29474.44490147793
19,"(4, 0, 0, 1, 0, 0)",29530.04526757962
20,"(3, 0, 0, 1, 0, 0)",29531.859999749235
21,"(2, 0, 1, 1, 0, 0)",29543.52684491544
22,"(3, 0, 2, 1, 0, 0)",29543.531168180212
23,"(4, 0, 0, 0, 0, 1)",29552.751577898685
24,"(3, 0, 0, 0, 0, 1)",29554.810099230566
25,"(3, 0, 2, 0, 0, 1)",29565.40608619391
26,"(2, 0, 1, 0, 0, 1)",29566.854596096684
27,"(2, 0, 0, 1, 0, 0)",29582.161395110892
28,"(2, 0, 0, 0, 0, 1)",29605.754115069572
29,"(4, 0, 0, 0, 0, 0)",29730.23408976796
30,"(3, 0, 0, 0, 0, 0)",29731.619445764376
31,"(4, 0, 1, 0, 0, 0)",29735.258964328004
32,"(3, 0, 2, 0, 0, 0)",29743.03668085844
33,"(2, 0, 1, 0, 0, 0)",29743.630026243805
34,"(2, 0, 2, 0, 0, 0)",29748.173355822204
35,"(2, 0, 0, 0, 0, 0)",29790.607820363457
