,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",26500.136007731482
1,"(2, 0, 1, 1, 0, 1)",26501.93404957904
2,"(4, 0, 1, 1, 0, 1)",26502.1719109254
3,"(3, 0, 1, 1, 0, 1)",26502.828348905114
4,"(2, 0, 2, 1, 0, 1)",26502.99662681723
5,"(4, 0, 2, 1, 0, 1)",26503.71501121819
6,"(3, 0, 2, 1, 0, 1)",26505.95709776976
7,"(3, 0, 0, 1, 0, 1)",26506.668679967253
8,"(2, 0, 0, 1, 0, 1)",26517.433073582804
9,"(2, 0, 2, 1, 0, 0)",27114.314902350525
10,"(3, 0, 2, 1, 0, 0)",27143.898174700098
11,"(2, 0, 2, 0, 0, 1)",27202.24433933698
12,"(4, 0, 0, 1, 0, 0)",27266.087488423538
13,"(2, 0, 1, 1, 0, 0)",27267.379760167165
14,"(4, 0, 1, 1, 0, 0)",27268.039668420868
15,"(3, 0, 1, 1, 0, 0)",27268.42409605643
16,"(4, 0, 2, 1, 0, 0)",27269.704725964788
17,"(3, 0, 0, 1, 0, 0)",27272.525545189434
18,"(2, 0, 0, 1, 0, 0)",27285.517704166967
19,"(4, 0, 0, 0, 0, 1)",27365.643764746117
20,"(4, 0, 1, 0, 0, 1)",27367.638445426903
21,"(2, 0, 1, 0, 0, 1)",27368.273461788907
22,"(3, 0, 1, 0, 0, 1)",27369.030104594836
23,"(3, 0, 2, 0, 0, 1)",27369.139446710167
24,"(4, 0, 2, 0, 0, 1)",27369.631500111172
25,"(3, 0, 0, 0, 0, 1)",27373.54914033441
26,"(2, 0, 0, 0, 0, 1)",27386.163189193983
27,"(2, 0, 2, 0, 0, 0)",27485.820839751323
28,"(4, 0, 0, 0, 0, 0)",27657.482154233927
29,"(4, 0, 1, 0, 0, 0)",27659.231465962624
30,"(4, 0, 2, 0, 0, 0)",27660.753089699425
31,"(3, 0, 2, 0, 0, 0)",27661.389702453856
32,"(2, 0, 1, 0, 0, 0)",27662.33489817716
33,"(3, 0, 1, 0, 0, 0)",27662.351014145817
34,"(3, 0, 0, 0, 0, 0)",27668.08262388949
35,"(2, 0, 0, 0, 0, 0)",27681.309548904075
