,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24153.364716396445
1,"(4, 0, 2, 1, 0, 1)",24163.62910902429
2,"(3, 0, 2, 1, 0, 1)",24166.60757977602
3,"(3, 0, 0, 1, 0, 1)",24174.713015561585
4,"(4, 0, 0, 1, 0, 1)",24176.71067832229
5,"(2, 0, 1, 1, 0, 1)",24178.169618063057
6,"(3, 0, 1, 1, 0, 1)",24178.323078182715
7,"(4, 0, 1, 1, 0, 1)",24178.596873770508
8,"(2, 0, 0, 1, 0, 1)",24201.102040767866
9,"(2, 0, 2, 1, 0, 0)",24344.032723097556
10,"(2, 0, 2, 0, 0, 1)",24354.30689491414
11,"(3, 0, 1, 1, 0, 0)",24354.953521616168
12,"(4, 0, 1, 1, 0, 0)",24357.177138435323
13,"(4, 0, 1, 0, 0, 1)",24358.858209284073
14,"(4, 0, 2, 1, 0, 0)",24359.285164279023
15,"(3, 0, 1, 0, 0, 1)",24364.666876317136
16,"(3, 0, 2, 0, 0, 1)",24366.43655336104
17,"(4, 0, 2, 0, 0, 1)",24369.012906315194
18,"(3, 0, 2, 1, 0, 0)",24426.425123145054
19,"(2, 0, 2, 0, 0, 0)",24433.186725784002
20,"(4, 0, 1, 0, 0, 0)",24437.629987956363
21,"(3, 0, 2, 0, 0, 0)",24440.947038772876
22,"(3, 0, 1, 0, 0, 0)",24441.859450905264
23,"(4, 0, 2, 0, 0, 0)",24446.128859566128
24,"(4, 0, 0, 1, 0, 0)",24600.60150964571
25,"(3, 0, 0, 1, 0, 0)",24602.497715165726
26,"(4, 0, 0, 0, 0, 1)",24616.04421140725
27,"(3, 0, 0, 0, 0, 1)",24617.965516513847
28,"(2, 0, 1, 1, 0, 0)",24619.723760406072
29,"(2, 0, 1, 0, 0, 1)",24635.043130172948
30,"(2, 0, 0, 1, 0, 0)",24653.465482517775
31,"(2, 0, 0, 0, 0, 1)",24669.379566561052
32,"(4, 0, 0, 0, 0, 0)",24710.624888245566
33,"(3, 0, 0, 0, 0, 0)",24713.03932093022
34,"(2, 0, 1, 0, 0, 0)",24729.0050426192
35,"(2, 0, 0, 0, 0, 0)",24763.71650614874
