,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",25600.098524183155
1,"(2, 0, 1, 1, 0, 1)",25603.99684989679
2,"(3, 0, 0, 1, 0, 1)",25604.090377755736
3,"(2, 0, 0, 1, 0, 1)",25604.27520379135
4,"(4, 0, 0, 1, 0, 1)",25605.90493613814
5,"(3, 0, 1, 1, 0, 1)",25607.387500157965
6,"(4, 0, 1, 1, 0, 1)",25607.69864135689
7,"(2, 0, 2, 1, 0, 1)",25607.815952873447
8,"(4, 0, 2, 1, 0, 1)",25609.788568141856
9,"(3, 0, 1, 1, 0, 0)",25841.8300941369
10,"(3, 0, 2, 1, 0, 0)",25847.01487084014
11,"(4, 0, 1, 1, 0, 0)",25855.72067914861
12,"(3, 0, 1, 0, 0, 1)",25866.949707691474
13,"(4, 0, 1, 0, 0, 1)",25877.577961991254
14,"(3, 0, 2, 0, 0, 1)",25879.55384330034
15,"(3, 0, 2, 0, 0, 0)",26007.57966799688
16,"(3, 0, 1, 0, 0, 0)",26009.54710956982
17,"(4, 0, 1, 0, 0, 0)",26016.95395621268
18,"(4, 0, 0, 1, 0, 0)",26120.421020643636
19,"(3, 0, 0, 1, 0, 0)",26120.870833854875
20,"(2, 0, 1, 1, 0, 0)",26124.156727892303
21,"(2, 0, 2, 1, 0, 0)",26126.821169786203
22,"(4, 0, 2, 1, 0, 0)",26128.069002161723
23,"(2, 0, 0, 1, 0, 0)",26133.643367054843
24,"(4, 0, 0, 0, 0, 1)",26162.103796229585
25,"(3, 0, 0, 0, 0, 1)",26162.35874627684
26,"(2, 0, 1, 0, 0, 1)",26165.52120042578
27,"(2, 0, 2, 0, 0, 1)",26168.066114545352
28,"(4, 0, 2, 0, 0, 1)",26169.388566597867
29,"(2, 0, 0, 0, 0, 1)",26175.19834361031
30,"(3, 0, 0, 0, 0, 0)",26323.038185112167
31,"(4, 0, 0, 0, 0, 0)",26323.29908861965
32,"(2, 0, 1, 0, 0, 0)",26325.736498741575
33,"(4, 0, 2, 0, 0, 0)",26327.65469068665
34,"(2, 0, 2, 0, 0, 0)",26327.849597025517
35,"(2, 0, 0, 0, 0, 0)",26335.732957074335
