,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",24464.360773854693
1,"(2, 0, 2, 1, 0, 1)",24465.68935585337
2,"(3, 0, 0, 1, 0, 1)",24477.889543672216
3,"(4, 0, 0, 1, 0, 1)",24479.79204261523
4,"(2, 0, 1, 1, 0, 1)",24481.578021310062
5,"(4, 0, 1, 1, 0, 1)",24481.81313493737
6,"(3, 0, 1, 1, 0, 1)",24492.910222119193
7,"(4, 0, 2, 1, 0, 1)",24498.674418749288
8,"(2, 0, 0, 1, 0, 1)",24510.928867001072
9,"(3, 0, 2, 1, 0, 0)",24699.888924428047
10,"(2, 0, 2, 1, 0, 0)",24702.89734248427
11,"(3, 0, 2, 0, 0, 1)",24706.343828210105
12,"(4, 0, 1, 1, 0, 0)",24706.719570528334
13,"(2, 0, 2, 0, 0, 1)",24711.94349649591
14,"(4, 0, 1, 0, 0, 1)",24712.824878809668
15,"(3, 0, 1, 1, 0, 0)",24737.07021806943
16,"(4, 0, 2, 1, 0, 0)",24739.82714615048
17,"(3, 0, 1, 0, 0, 1)",24744.755836296972
18,"(4, 0, 2, 0, 0, 1)",24748.097428566478
19,"(3, 0, 2, 0, 0, 0)",24759.2982990439
20,"(4, 0, 1, 0, 0, 0)",24761.872612494662
21,"(2, 0, 2, 0, 0, 0)",24764.69741691538
22,"(3, 0, 1, 0, 0, 0)",24799.970465891092
23,"(4, 0, 2, 0, 0, 0)",24801.751164741934
24,"(4, 0, 0, 1, 0, 0)",25055.655125317575
25,"(3, 0, 0, 1, 0, 0)",25062.87110499492
26,"(4, 0, 0, 0, 0, 1)",25068.48266544951
27,"(3, 0, 0, 0, 0, 1)",25075.59502530117
28,"(4, 0, 0, 0, 0, 0)",25127.79527199085
29,"(3, 0, 0, 0, 0, 0)",25134.665226847246
30,"(2, 0, 1, 1, 0, 0)",25137.85158735893
31,"(2, 0, 1, 0, 0, 1)",25152.782304235712
32,"(2, 0, 0, 1, 0, 0)",25211.0298109554
33,"(2, 0, 1, 0, 0, 0)",25219.142861164888
34,"(2, 0, 0, 0, 0, 1)",25227.27871677868
35,"(2, 0, 0, 0, 0, 0)",25296.50605905015
