,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",21947.434680489063
1,"(3, 0, 2, 1, 0, 1)",21955.531665840565
2,"(2, 0, 1, 1, 0, 1)",21960.386558853683
3,"(3, 0, 0, 1, 0, 1)",21961.547271178388
4,"(4, 0, 0, 1, 0, 1)",21962.87483034192
5,"(4, 0, 2, 1, 0, 1)",21963.818792580405
6,"(3, 0, 1, 1, 0, 1)",21964.086114204845
7,"(4, 0, 1, 1, 0, 1)",21965.67994487564
8,"(2, 0, 0, 1, 0, 1)",21967.86943978166
9,"(3, 0, 1, 1, 0, 0)",22185.966670564718
10,"(4, 0, 2, 0, 0, 1)",22201.07038536867
11,"(3, 0, 1, 0, 0, 1)",22211.765333268548
12,"(2, 0, 2, 0, 0, 1)",22218.68064258203
13,"(2, 0, 2, 1, 0, 0)",22286.02391400984
14,"(3, 0, 0, 1, 0, 0)",22441.872164579574
15,"(2, 0, 1, 1, 0, 0)",22443.2213062971
16,"(4, 0, 0, 1, 0, 0)",22443.420019340872
17,"(4, 0, 1, 1, 0, 0)",22445.869773184422
18,"(3, 0, 2, 1, 0, 0)",22447.213874013803
19,"(2, 0, 0, 1, 0, 0)",22455.29080434186
20,"(3, 0, 0, 0, 0, 1)",22464.020367173674
21,"(2, 0, 1, 0, 0, 1)",22464.96583866052
22,"(4, 0, 0, 0, 0, 1)",22465.684038698884
23,"(4, 0, 1, 0, 0, 1)",22467.9671734091
24,"(3, 0, 2, 0, 0, 1)",22468.965812250477
25,"(2, 0, 0, 0, 0, 1)",22476.157892160103
26,"(2, 0, 1, 0, 0, 0)",22583.88052740899
27,"(3, 0, 0, 0, 0, 0)",22583.977608455873
28,"(4, 0, 2, 0, 0, 0)",22584.904828701092
29,"(2, 0, 2, 0, 0, 0)",22585.553493154242
30,"(3, 0, 1, 0, 0, 0)",22585.776929437663
31,"(4, 0, 0, 0, 0, 0)",22585.951676529778
32,"(4, 0, 1, 0, 0, 0)",22587.092285628933
33,"(3, 0, 2, 0, 0, 0)",22587.85050123916
34,"(2, 0, 0, 0, 0, 0)",22592.912861063807
