,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",30250.56678512319
1,"(3, 0, 2, 1, 0, 1)",30255.533277375453
2,"(4, 0, 1, 1, 0, 1)",30255.7606448521
3,"(3, 0, 0, 1, 0, 1)",30258.284585207915
4,"(2, 0, 0, 1, 0, 1)",30263.056106032036
5,"(2, 0, 1, 1, 0, 1)",30263.079637079107
6,"(2, 0, 2, 1, 0, 1)",30264.857066299173
7,"(4, 0, 2, 1, 0, 1)",30266.13721293072
8,"(3, 0, 1, 1, 0, 1)",30267.273560776714
9,"(4, 0, 2, 1, 0, 0)",31083.777689942322
10,"(2, 0, 2, 1, 0, 0)",31087.852775874842
11,"(3, 0, 1, 1, 0, 0)",31104.963167476817
12,"(4, 0, 1, 1, 0, 0)",31128.128030868273
13,"(3, 0, 2, 1, 0, 0)",31153.558171986006
14,"(2, 0, 2, 0, 0, 1)",31212.603317286055
15,"(4, 0, 0, 1, 0, 0)",31401.360583991518
16,"(3, 0, 0, 1, 0, 0)",31414.31112844518
17,"(2, 0, 1, 1, 0, 0)",31440.368472328337
18,"(2, 0, 0, 1, 0, 0)",31444.424185912394
19,"(4, 0, 0, 0, 0, 1)",31557.53448044143
20,"(4, 0, 1, 0, 0, 1)",31559.03901444789
21,"(3, 0, 1, 0, 0, 1)",31559.536917164136
22,"(3, 0, 2, 0, 0, 1)",31560.344120135313
23,"(4, 0, 2, 0, 0, 1)",31560.83823487767
24,"(3, 0, 0, 0, 0, 1)",31565.233164105335
25,"(2, 0, 2, 0, 0, 0)",31571.81267832093
26,"(2, 0, 1, 0, 0, 1)",31583.27597102599
27,"(2, 0, 0, 0, 0, 1)",31589.440324894927
28,"(4, 0, 2, 0, 0, 0)",31912.129859446224
29,"(3, 0, 2, 0, 0, 0)",31927.654619501904
30,"(4, 0, 1, 0, 0, 0)",31930.615055900747
31,"(4, 0, 0, 0, 0, 0)",31932.717037705155
32,"(3, 0, 1, 0, 0, 0)",31934.677617330024
33,"(3, 0, 0, 0, 0, 0)",31934.760544621007
34,"(2, 0, 1, 0, 0, 0)",31945.226029166242
35,"(2, 0, 0, 0, 0, 0)",31954.524916342234
