,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",26106.882612396843
1,"(3, 0, 0, 1, 0, 1)",26106.95168762794
2,"(2, 0, 2, 1, 0, 1)",26107.298406593884
3,"(3, 0, 1, 1, 0, 1)",26107.370264256333
4,"(4, 0, 1, 1, 0, 1)",26109.190854039964
5,"(3, 0, 2, 1, 0, 1)",26109.29527126644
6,"(4, 0, 2, 1, 0, 1)",26110.731588043916
7,"(2, 0, 1, 1, 0, 1)",26114.963795766365
8,"(2, 0, 0, 1, 0, 1)",26130.255621687378
9,"(2, 0, 2, 1, 0, 0)",26814.745816056293
10,"(3, 0, 2, 1, 0, 0)",26823.367723093677
11,"(4, 0, 2, 1, 0, 0)",26835.353593052987
12,"(3, 0, 1, 1, 0, 0)",26837.66417129892
13,"(2, 0, 2, 0, 0, 1)",26889.200777784976
14,"(3, 0, 2, 0, 0, 1)",26908.17786448794
15,"(4, 0, 0, 1, 0, 0)",27087.399366615864
16,"(3, 0, 0, 1, 0, 0)",27088.30331312203
17,"(4, 0, 1, 1, 0, 0)",27089.806154738017
18,"(2, 0, 2, 0, 0, 0)",27110.0717780731
19,"(3, 0, 2, 0, 0, 0)",27110.57186300691
20,"(2, 0, 1, 1, 0, 0)",27116.938478373584
21,"(2, 0, 0, 1, 0, 0)",27154.420248487928
22,"(3, 0, 0, 0, 0, 1)",27178.86338542255
23,"(3, 0, 1, 0, 0, 1)",27179.286533366645
24,"(4, 0, 0, 0, 0, 1)",27179.837830362583
25,"(4, 0, 1, 0, 0, 1)",27181.98053536932
26,"(4, 0, 2, 0, 0, 1)",27182.974353011494
27,"(2, 0, 1, 0, 0, 1)",27206.59405001548
28,"(2, 0, 0, 0, 0, 1)",27251.957445443855
29,"(3, 0, 0, 0, 0, 0)",27421.783074167397
30,"(3, 0, 1, 0, 0, 0)",27423.60780656726
31,"(4, 0, 0, 0, 0, 0)",27423.64627231509
32,"(4, 0, 1, 0, 0, 0)",27425.630721589554
33,"(4, 0, 2, 0, 0, 0)",27427.02484358532
34,"(2, 0, 1, 0, 0, 0)",27443.913236675307
35,"(2, 0, 0, 0, 0, 0)",27505.74251621223
