,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",32545.585969682328
1,"(3, 0, 1, 1, 0, 1)",32570.38080679414
2,"(3, 0, 2, 1, 0, 1)",32572.38195319068
3,"(4, 0, 1, 1, 0, 1)",32572.52586914757
4,"(4, 0, 0, 1, 0, 1)",32572.683791074996
5,"(4, 0, 2, 1, 0, 1)",32573.53679942599
6,"(3, 0, 0, 1, 0, 1)",32574.40408487575
7,"(2, 0, 1, 1, 0, 1)",32582.043840822073
8,"(2, 0, 0, 1, 0, 1)",32604.096662578002
9,"(2, 0, 2, 1, 0, 0)",33285.396486890124
10,"(3, 0, 2, 1, 0, 0)",33323.07182717534
11,"(4, 0, 1, 1, 0, 0)",33351.14368853164
12,"(2, 0, 2, 0, 0, 1)",33434.36229647037
13,"(3, 0, 1, 1, 0, 0)",33467.24843516987
14,"(4, 0, 0, 1, 0, 0)",33467.84747343611
15,"(3, 0, 0, 1, 0, 0)",33468.67282635723
16,"(4, 0, 2, 1, 0, 0)",33470.790857576045
17,"(2, 0, 1, 1, 0, 0)",33480.3946013728
18,"(2, 0, 0, 1, 0, 0)",33514.153117739465
19,"(4, 0, 0, 0, 0, 1)",33639.06066197758
20,"(3, 0, 0, 0, 0, 1)",33639.3365683851
21,"(3, 0, 1, 0, 0, 1)",33639.39688573786
22,"(3, 0, 2, 0, 0, 1)",33640.58321275459
23,"(4, 0, 1, 0, 0, 1)",33641.04424226216
24,"(4, 0, 2, 0, 0, 1)",33643.32199303018
25,"(2, 0, 1, 0, 0, 1)",33651.14691716378
26,"(2, 0, 0, 0, 0, 1)",33685.754326950715
27,"(2, 0, 2, 0, 0, 0)",33853.17226521596
28,"(4, 0, 2, 0, 0, 0)",34030.23749343583
29,"(3, 0, 2, 0, 0, 0)",34071.840843145794
30,"(3, 0, 0, 0, 0, 0)",34073.689834040095
31,"(4, 0, 0, 0, 0, 0)",34074.15086458223
32,"(3, 0, 1, 0, 0, 0)",34074.79838378575
33,"(4, 0, 1, 0, 0, 0)",34075.393752817174
34,"(2, 0, 1, 0, 0, 0)",34084.04784444704
35,"(2, 0, 0, 0, 0, 0)",34117.98428589633
