,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",28374.463197230612
1,"(4, 0, 1, 1, 0, 1)",28375.883462462818
2,"(2, 0, 2, 1, 0, 1)",28378.18134945666
3,"(3, 0, 1, 1, 0, 1)",28378.575982337476
4,"(3, 0, 2, 1, 0, 1)",28384.0999587939
5,"(4, 0, 2, 1, 0, 1)",28390.58829816007
6,"(3, 0, 0, 1, 0, 1)",28397.645693471226
7,"(2, 0, 1, 1, 0, 1)",28404.83550046696
8,"(2, 0, 0, 1, 0, 1)",28404.994001064384
9,"(4, 0, 1, 1, 0, 0)",29036.57741233139
10,"(3, 0, 1, 1, 0, 0)",29039.607878827806
11,"(2, 0, 2, 1, 0, 0)",29040.2968282801
12,"(2, 0, 1, 1, 0, 0)",29044.773287117983
13,"(4, 0, 2, 1, 0, 0)",29046.36521984279
14,"(3, 0, 2, 1, 0, 0)",29047.71074384073
15,"(4, 0, 1, 0, 0, 1)",29089.831811780034
16,"(3, 0, 1, 0, 0, 1)",29092.93114191144
17,"(4, 0, 2, 0, 0, 1)",29095.70583052016
18,"(2, 0, 2, 0, 0, 1)",29096.594008401895
19,"(2, 0, 1, 0, 0, 1)",29099.688798458214
20,"(3, 0, 2, 0, 0, 1)",29103.33188323577
21,"(4, 0, 1, 0, 0, 0)",29266.462611091258
22,"(4, 0, 2, 0, 0, 0)",29269.119973323846
23,"(3, 0, 1, 0, 0, 0)",29269.35369313884
24,"(2, 0, 2, 0, 0, 0)",29270.490642898243
25,"(2, 0, 1, 0, 0, 0)",29275.250179416355
26,"(3, 0, 2, 0, 0, 0)",29276.641791884205
27,"(4, 0, 0, 1, 0, 0)",29478.763569207666
28,"(4, 0, 0, 0, 0, 1)",29550.606981543526
29,"(3, 0, 0, 1, 0, 0)",29596.18897817938
30,"(3, 0, 0, 0, 0, 1)",29670.045204176164
31,"(2, 0, 0, 1, 0, 0)",29720.673670721713
32,"(4, 0, 0, 0, 0, 0)",29749.1525488191
33,"(2, 0, 0, 0, 0, 1)",29803.899573281647
34,"(3, 0, 0, 0, 0, 0)",29870.40983307149
35,"(2, 0, 0, 0, 0, 0)",30016.18532588292
