,parameters,aic
0,"(4, 0, 1, 1, 0, 1)",24286.488139276487
1,"(3, 0, 2, 1, 0, 1)",24287.58564892229
2,"(4, 0, 2, 1, 0, 1)",24288.40495540283
3,"(4, 0, 0, 1, 0, 1)",24288.67214606735
4,"(2, 0, 1, 1, 0, 1)",24288.696266779338
5,"(3, 0, 0, 1, 0, 1)",24292.98270216083
6,"(3, 0, 1, 1, 0, 1)",24296.68523775389
7,"(2, 0, 2, 1, 0, 1)",24297.105853022233
8,"(2, 0, 0, 1, 0, 1)",24300.28977832121
9,"(2, 0, 1, 1, 0, 0)",25154.95944980416
10,"(3, 0, 0, 1, 0, 0)",25155.171164861687
11,"(4, 0, 0, 1, 0, 0)",25156.079595303123
12,"(3, 0, 1, 1, 0, 0)",25156.113212123528
13,"(2, 0, 2, 1, 0, 0)",25157.518947685898
14,"(4, 0, 1, 1, 0, 0)",25158.115564583706
15,"(3, 0, 2, 1, 0, 0)",25158.119731660867
16,"(4, 0, 2, 1, 0, 0)",25160.024853575447
17,"(2, 0, 0, 1, 0, 0)",25175.99955111952
18,"(2, 0, 1, 0, 0, 1)",25212.133333578564
19,"(3, 0, 0, 0, 0, 1)",25213.09610858462
20,"(4, 0, 0, 0, 0, 1)",25213.584515333943
21,"(3, 0, 1, 0, 0, 1)",25213.741372187596
22,"(2, 0, 2, 0, 0, 1)",25214.976460861242
23,"(4, 0, 1, 0, 0, 1)",25215.798162831463
24,"(3, 0, 2, 0, 0, 1)",25215.93169742704
25,"(4, 0, 2, 0, 0, 1)",25217.732991206085
26,"(2, 0, 0, 0, 0, 1)",25231.67873548892
27,"(2, 0, 1, 0, 0, 0)",25404.427528683478
28,"(4, 0, 0, 0, 0, 0)",25405.792947222522
29,"(3, 0, 0, 0, 0, 0)",25405.95638545687
30,"(3, 0, 1, 0, 0, 0)",25406.420139261656
31,"(2, 0, 2, 0, 0, 0)",25406.885435031138
32,"(4, 0, 1, 0, 0, 0)",25407.174631387046
33,"(3, 0, 2, 0, 0, 0)",25408.40348020961
34,"(4, 0, 2, 0, 0, 0)",25409.902479387416
35,"(2, 0, 0, 0, 0, 0)",25418.329184987422
